Town,Postcode
Courtfoyle,A67
Coyne's Cross,A67
Cranagh,A67
Cronakip,A67
Crone Lower,A67
Crone Upper,A67
Croneybyrne,A67
Cronroe,A67
Cronykerry,A67
Cullen,A67
Cullen Lower,A67
Cullen Upper,A67
Cullenmore,A67
Cullentragh,A67
Cullentragh Big,A67
Cullentragh Little,A67
Cunniamstown Big,A67
Cunniamstown Little,A67
Derrybawn,A67
Drumdangan,A67
Drumgoff,A67
Dunbur Head,A67
Dunbur Lower,A67
Dunbur Upper,A67
Dunganstown Castle,A67
Dunganstown East,A67
Dunganstown West,A67
Dunran Demesne,A67
Furzeditch East,A67
Furzeditch West,A67
Garryduff,A67
Garrymore Lower,A67
Garrymore Upper,A67
Glanmore,A67
Glasnarget North,A67
Glasnarget South,A67
Glenealy,A67
Glenmalure,A67
Glenwood,A67
Gormanstown,A67
Greenan More,A67
Greenane,A67
Hawkstown,A67
Hawkstown Lower,A67
Inchanappa North,A67
Inchanappa South,A67
Keatingstown,A67
Keeloges,A67
Kellystown,A67
Kilboy,A67
Kilbride,A67
Kilcandra,A67
Kilfee,A67
Killcommon,A67
Killiskey,A67
Killoughter,A67
Kilmacoo,A67
Kilmacrea,A67
Kilmacurra East,A67
Kilmacurra West,A67
Kilmanogue,A67
Kilmartin,A67
Kilmurray North,A67
Kilnamanagh,A67
Kilnamanagh Beg,A67
Kilnamanagh More,A67
Kilpatrick,A67
Kilpoole Hill,A67
Kilpoole Upper,A67
Kiltimon,A67
Kingston,A67
Kirikee,A67
Knockadosan,A67
Knockadreet,A67
Knockanode,A67
Knockaquirk,A67
Knockrath,A67
Knockrath Big,A67
Knockrath Little,A67
Knockrobin,A67
Magherabeg,A67
Magheramore,A67
Merrymeeting,A67
Milltown North,A67
Milltown South,A67
Monduff,A67
Moneymeen,A67
Mongnacool Upper,A67
Moorstown,A67
Mount Alto,A67
Mount Usher Gardens,A67
Mountlusk,A67
Mountusher,A67
Moyntiagh,A67
Newbawn,A67
Newrath,A67
Newtown,A67
Newtown Boswell,A67
Nun's Cross,A67
Oakwood,A67
Oatlands,A67
Oghil Lower,A67
Oghil Upper,A67
Parkmore,A67
Rahaval,A67
Raheenavine,A67
Raheenmore,A67
Raherd,A67
Rathdrum,A67
Rathmore,A67
Rathnew,A67
Redcross,A67
Rockstown Lower,A67
Rockstown Upper,A67
Roscath,A67
Rossana Lower,A67
Rossana Upper,A67
Sallymount,A67
Slanlough,A67
Slieveroe,A67
Springfarm,A67
Springfield,A67
Stump of the Castle,A67
Tansey Close,A67
Templelyon Lower,A67
Templelyon Upper,A67
The Friary,A67
The Meetings,A67
The Straight Mile,A67
The Village Mill en,A67
Three-Mile-Water,A67
Ticlash,A67
Tiglin,A67
Timullin,A67
Tinakilly,A67
Toberaviller,A67
Togher,A67
Tomcoyle Lower,A67
Tomcoyle Upper,A67
Tomdarragh,A67
Tomriland,A67
Tonlegee,A67
Trinity,A67
Tullylusk,A67
Two Mile Water,A67
Westaston Hill,A67
Westbrook,A67
Whaley Abbey,A67
Wicklow,A67
Annacarter,A98
Annacrivey,A98
Annaghaskin,A98
Annamoe,A98
Ashtown,A98
Ashtown Upper,A98
Aurora,A98
Bahana,A98
Ballard,A98
Ballinacorbeg,A98
Ballinagee,A98
Ballinastoe,A98
Ballinteskin,A98
Ballybawn,A98
Ballybawn Lower,A98
Ballybrew,A98
Ballycoyle,A98
Ballylerane,A98
Ballyman,A98
Ballyorney,A98
Ballyreagh,A98
Ballyremon Commons,A98
Ballyross,A98
Baltinanima,A98
Barchuillia,A98
Barchuillia Commons,A98
Barnamire,A98
Bray,A98
Bray Head,A98
Bray Retail Park,A98
Brockagh,A98
Calary Lower,A98
Calary Upper,A98
Carrigeenduff,A98
Carrigeenshinnagh,A98
Carrigoona Commons,A98
Castlekevin,A98
Charleville Demesne,A98
Clarabeg North,A98
Cloon,A98
Cookstown,A98
Cooladoyle,A98
Coolakay,A98
Coolharbour,A98
Countybrook,A98
Crone,A98
Curtlestown,A98
Curtlestown Lower,A98
Dargle Hill,A98
Deerpark,A98
Delorasary,A98
Diamond Hill,A98
Drummin,A98
Enniskerry,A98
Fassaroe,A98
Glaskenny,A98
Glasnamullen,A98
Glencap,A98
Glencap Commons Nor,A98
Glencoria,A98
Glencormack Busines,A98
Glencormack North,A98
Glencormack South,A98
Glencree,A98
Glendalough,A98
Glendalough Estate,A98
Glendasan,A98
Glenmacnass,A98
Glensynge,A98
Holfeld Business Pa,A98
Hollybrook,A98
Jameson's Corner,A98
Kilcroney,A98
Kilcroney Cross,A98
Kilgarron,A98
Kilgarron Hill,A98
Kilifin,A98
Killegar,A98
Killough Lower,A98
Killough Upper,A98
Kilmacanogue,A98
Kilmacanogue South,A98
Kilmolin,A98
Kilmullin,A98
Kilmurray,A98
Kilmurray Grove,A98
Kilmurray North,A98
Kilmurray South,A98
Kilruddery,A98
Knockaphrumpa,A98
Knockatemple,A98
Knockbawn,A98
Knockfadda,A98
Knockfin,A98
Knockraheen,A98
Knocksink,A98
Lackandarragh Upper,A98
Laragh,A98
Laragh East,A98
Laragh West,A98
Lickeen,A98
Little Newtown,A98
Loughdan,A98
Luggala,A98
Monastery,A98
Moneystown,A98
Moneystown North,A98
Moneystown South,A98
Mullinaveigue,A98
Newtown,A98
Old Conna,A98
Old Conna Village,A98
Old Connaught,A98
Old Connawood,A98
Old Fassaroe,A98
Old Long Hill,A98
Oldboleys,A98
Oldbridge,A98
Oldtown,A98
Onagh,A98
Parkmore,A98
Parknasilloge,A98
Parkroe,A98
Powerscourt Demesne,A98
Powerscourt Estate,A98
Powerscourt Mountai,A98
Powerscourt Paddock,A98
Raheen,A98
Riverside,A98
Rocky Valley,A98
Roundwood,A98
Saint Valery's,A98
Sevenchurches,A98
Shramore,A98
Sleamaine,A98
Stilebawn,A98
Stoney Pass,A98
Templecarrig Lower,A98
Templecarrig Upper,A98
Tinnehinch,A98
Togher Beg,A98
Togher More,A98
Tomdarragh,A98
Tomriland,A98
Tonygarrow,A98
Trooperstown,A98
Turlough Hill,A98
Windgates,A98
Wingfield,A98
Woodbrook Glen,A98
Ballyfolan,D24
Shankill,D24
Ballycore,R14
Rathtoole,R14
Ardnaboy,R93
Ardoyne,R93
Ballinavortha,R93
Ballybrack,R93
Ballybrack Beg,R93
Ballyconnell,R93
Ballykilmurray Uppe,R93
Borkill More,R93
Kilcarney Lower,R93
Kilcarney Upper,R93
Killinure,R93
Killinure Lower,R93
Killinure Upper,R93
Knockeen,R93
Knocklow,R93
Knocknaboley,R93
Liscolman,R93
Munny Lower,R93
Rath,R93
Rath East,R93
Rathbane,R93
Rathduffmore,R93
Rathshanmore East,R93
Rathshanmore South,R93
Rathshanmore West,R93
Tullowclay,R93
Annalecky,W91
Athdown,W91
Athgarvan,W91
Athgreany,W91
Ballinabarney,W91
Ballinacrow Lower,W91
Ballinacrow Upper,W91
Ballinclea,W91
Ballinguile,W91
Ballinroan Lower,W91
Ballinroan Upper,W91
Ballintober,W91
Ballintruer Beg,W91
Ballintruer More,W91
Ballycore,W91
Ballydonnell North,W91
Ballyhook,W91
Ballyhook Demesne,W91
Ballyhook Hill,W91
Ballyhubbock Lower,W91
Ballyhubbock Upper,W91
Ballyhurtin,W91
Ballykilmurray Uppe,W91
Ballylaffin,W91
Ballylea,W91
Ballylion Lower,W91
Ballylion Upper,W91
Ballylow,W91
Ballymaconey,W91
Ballymooney,W91
Ballynabrocky,W91
Ballynatone,W91
Ballynure,W91
Ballynure Demesne,W91
Ballynure Glebe,W91
Ballynure Park,W91
Ballyreask,W91
Ballysize Lower,W91
Ballysmuttan Lower,W91
Ballysmuttan Upper,W91
Ballytoole Lower,W91
Ballyvraghan,W91
Baltinglass,W91
Baltinglass West,W91
Baltyboys,W91
Baltyboys Lower,W91
Baltyboys Upper,W91
Bannagroe,W91
Barnamelia,W91
Baronstown Lower,W91
Baronstown Upper,W91
Barraderry North,W91
Barraderry West,W91
Bawnoge,W91
Bawnogues,W91
Beech Hill,W91
Bessina,W91
Blackhill,W91
Blackmoor,W91
Blackrock,W91
Blakestown Lower,W91
Blakestown Upper,W91
Blessington,W91
Blessington Demesne,W91
Boherboy,W91
Boley,W91
Boleylug,W91
Borkel,W91
Borkill Beg,W91
Borkill More,W91
Boystown,W91
Brewershill,W91
Brittas,W91
Brittonstown,W91
Brockna,W91
Broomfields,W91
Broughills Hill,W91
Brusselstown,W91
Burgage More,W91
Burgage Moyle,W91
Burrow,W91
Bushfield,W91
Butterhill,W91
Byrneshill,W91
Carrig,W91
Carrig Lower,W91
Carrig na Meil,W91
Carrig Upper,W91
Castlequarter,W91
Castleruddery Lower,W91
Castleruddery Upper,W91
Castlesallagh,W91
Clogh Lower,W91
Clogh Upper,W91
Cloghcastle,W91
Coan,W91
Colbinstown,W91
Colliga,W91
Colvinstown Lower,W91
Conlans Hill,W91
Coolamadra,W91
Coolharbour Lower,W91
Coolharbour Upper,W91
Coolinarrig Lower,W91
Coolinarrig Upper,W91
Coolmoney,W91
Coonanstown,W91
Coonmore,W91
Cornan East,W91
Cornan West,W91
Corragh,W91
Cowpasture,W91
Cranareen,W91
Crehelp,W91
Crickawn,W91
Crosschapel,W91
Crosscoolharbour,W91
Crosskeys,W91
Crossnacole,W91
Crossoge,W91
Danesfort Upper,W91
Davidstown,W91
Decoy,W91
Deerpark,W91
Derrynamuck,W91
Donaghmore,W91
Donard,W91
Donard Demesne West,W91
Donard Lower,W91
Donard Mountain,W91
Donard Upper,W91
Doodys Bottoms,W91
Downings,W91
Dragoonhill,W91
Drim,W91
Drumreagh,W91
Dunboyke,W91
Dunlavin,W91
Dunlavin Lower,W91
Dunlavin Upper,W91
Eadestown Hill,W91
Eadestown Middle,W91
Eadestown North,W91
Eadestown South,W91
Edmondstown,W91
Englishtown,W91
Fauna,W91
Fiddan,W91
Fiddancoyle,W91
Forristeen,W91
Fortgranite,W91
Freynestown,W91
Freynestown Lower,W91
Freynestown Upper,W91
Friarhill,W91
Gibraltar,W91
Gibstown,W91
Glashina,W91
Glebe,W91
Glenmore,W91
Glennacanon,W91
Goldenfort,W91
Graigue,W91
Grange Beg,W91
Grangecon,W91
Grangecon Demesne,W91
Grangecon Hill,W91
Grangecon Lower,W91
Grangecon Parks,W91
Grangecon Rocks,W91
Grangecon Upper,W91
Griffinstown,W91
Griffinstown Glen,W91
Griffinstown Lower,W91
Griffinstown Upper,W91
Harristown,W91
Hartstown,W91
Haylands,W91
Hempstown,W91
Highpark,W91
Highpark Upper,W91
Holdenstown Lower,W91
Holdenstown Upper,W91
Hollywood,W91
Hollywood Demesne,W91
Hollywood Lower,W91
Hollywood Upper,W91
Holyvalley,W91
Humewood,W91
Humphreystown,W91
Intack,W91
Irishtown East,W91
Irishtown Park,W91
Irishtown West,W91
Irongrange Lower,W91
Irongrange Upper,W91
Johnstown,W91
Kelsha,W91
Kelshabeg,W91
Kelshamore,W91
Kilbaylet Lower,W91
Kilbaylet Upper,W91
Kilbeg,W91
Kilbreffy,W91
Kilcoagh East,W91
Kilcoagh West,W91
Killalish Lower,W91
Killalish Upper,W91
Killamoat Lower,W91
Killamoat Upper,W91
Killybeg,W91
Kilmurry Lower,W91
Kilmurry Upper,W91
Kilranelagh,W91
Kiltegan,W91
Kinsellastown,W91
Kippure,W91
Knockaderry,W91
Knockadoo,W91
Knockanarrigan,W91
Knockandarragh,W91
Knockandort,W91
Knockanreagh,W91
Knockarigg,W91
Knockarigg Demesne,W91
Knockarigg Hill,W91
Knockavurrig,W91
Knockbawn,W91
Knockieran Lower,W91
Knockieran Upper,W91
Knocknaboley,W91
Knocknagree,W91
Knocknagull,W91
Knocknamuck Lower,W91
Knocknamuck Upper,W91
Knocknastreile,W91
Knockroe,W91
Knoxtershill,W91
Kyle,W91
Lackareagh,W91
Lacken,W91
Lathaleere,W91
Leitrim,W91
Lemonstown,W91
Lorrug,W91
Loughmogue,W91
Loughmogue Lower,W91
Loughmogue Upper,W91
Lowtown,W91
Lugatryna,W91
Lugglass Lower,W91
Lugglass Upper,W91
Lugnagroagh,W91
Lugnagun Great,W91
Lugnagun Little,W91
Manger,W91
Manor Kilbride,W91
Mattymount,W91
Merginstown,W91
Merginstown Demesne,W91
Merginstown Glen,W91
Milltown,W91
Moanvawn,W91
Monatore,W91
Moneymore,W91
Moorspark,W91
Moorstown,W91
Muckduff Lower,W91
Mullanacranna,W91
Mullans,W91
Mullycagh Lower,W91
Mullycagh Upper,W91
Newpaddocks,W91
Newpark,W91
Newtown,W91
Newtown Park,W91
Newtownsaunders,W91
Old Kiltegan,W91
Old Paddocks,W91
Oldcourt,W91
Oldtown,W91
Plezica,W91
Portersize,W91
Raheen,W91
Rampere,W91
Randalstown,W91
Rathattin,W91
Rathbawn,W91
Rathbran,W91
Rathcoyle Upper,W91
Rathdangan,W91
Rathduffbeg,W91
Rathgorragh Lower,W91
Rathmoon,W91
Rathnabo,W91
Rathsallagh,W91
Rathsallagh Demesne,W91
Red Hills,W91
Redwells,W91
Russborough,W91
Sandyhills,W91
Saundersgrove,W91
Saundersgrove Hill,W91
Scalp,W91
Scurlogue,W91
Seskin,W91
Shepherdshill,W91
Slaney Park,W91
Slievecorragh,W91
Slievenamough Plain,W91
Slievereagh Lower,W91
Snugborough,W91
Spinans,W91
Spinans East,W91
Spinans Middle,W91
Spinans West,W91
Sroughan,W91
Sruhaun,W91
Stratford Lodge,W91
Stratford-on-Slaney,W91
Studfield North,W91
Studfield South,W91
Talbotstown Lower,W91
Talbotstown Upper,W91
Temple Boden,W91
The Lamb,W91
The Lamb Hill,W91
Tinnehinch,W91
Tinode,W91
Tinoranhill North,W91
Tinoranhill South,W91
Tober Demesne,W91
Tober Lower,W91
Tober Upper,W91
Toberbeg,W91
Toolestown,W91
Toor,W91
Toorboy,W91
Tornant Lower,W91
Tornant Upper,W91
Tuckmill Hill,W91
Tuckmill Lower,W91
Tuckmill Upper,W91
Tulfarris,W91
Tyntepark,W91
Uppertown,W91
Valleymount,W91
Wards of Tober,W91
Whitehills,W91
Whitestown Lower,W91
Whitestown Upper,W91
Winetavern,W91
Woodenboley,W91
Woodend,W91
Woodfield,W91
Woodfieldglen,W91
Abbeylands,Y14
Annacurra,Y14
Ardnaboy,Y14
Arklow,Y14
Arklow Business Park,Y14
Askakeagh,Y14
Askanagap,Y14
Askintinny,Y14
Aughavannagh,Y14
Aughrim,Y14
Aughrim Upper,Y14
Avoca,Y14
Avoca River Park,Y14
Balisland,Y14
Ballagh,Y14
Ballanagh,Y14
Ballard,Y14
Ballard Upper,Y14
Balleeshal,Y14
Ballinabanogue,Y14
Ballinabrannagh,Y14
Ballinacor,Y14
Ballinagore,Y14
Ballinaheese,Y14
Ballinakill,Y14
Ballinamanogue,Y14
Ballinamona,Y14
Ballinapark,Y14
Ballinasillogue,Y14
Ballinaskea,Y14
Ballinastraw,Y14
Ballinclea,Y14
Ballingate,Y14
Ballingate Lower,Y14
Ballingate Upper,Y14
Ballinglen,Y14
Ballintemple,Y14
Ballintombay,Y14
Ballinvalley,Y14
Ballinvalley Lower,Y14
Ballinvalley Upper,Y14
Ballyarthur,Y14
Ballybeg,Y14
Ballycooge,Y14
Ballycooge Lower,Y14
Ballycooge Upper,Y14
Ballycooleen,Y14
Ballycreen Lower,Y14
Ballycreen Upper,Y14
Ballycumber South,Y14
Ballycurragh,Y14
Ballydonnell,Y14
Ballyduff,Y14
Ballyduff North,Y14
Ballyduff South,Y14
Ballyellis,Y14
Ballygahan Lower,Y14
Ballygahan Upper,Y14
Ballygobban,Y14
Ballygriffin,Y14
Ballykelly,Y14
Ballykillageer Lowe,Y14
Ballykillageer Uppe,Y14
Ballyknocker,Y14
Ballyknocker West,Y14
Ballymaghroe,Y14
Ballymanus,Y14
Ballymoneen,Y14
Ballymoney,Y14
Ballymorris Lower,Y14
Ballymorris Upper,Y14
Ballymoyle,Y14
Ballymurtagh,Y14
Ballynattin,Y14
Ballynultagh,Y14
Ballyrahan,Y14
Ballyraine Upper,Y14
Ballyrichard,Y14
Ballyrogan Lower,Y14
Ballyruane,Y14
Ballyrush,Y14
Ballyshonogue,Y14
Ballyteigue,Y14
Barnacleagh East,Y14
Barnacleagh North,Y14
Barnacleagh South,Y14
Barnamuinga,Y14
Barranisky East,Y14
Barranisky West,Y14
Beechmount,Y14
Bogland,Y14
Boley,Y14
Boleybawn,Y14
Cappagh,Y14
Carnew,Y14
Carrick,Y14
Carrignamuck,Y14
Carrignamweel,Y14
Carrigroe,Y14
Carrycole,Y14
Castlehoward,Y14
Castlemacadam,Y14
Churchland,Y14
Clogga,Y14
Clone,Y14
Cloneen,Y14
Clonpadden,Y14
Clonwilliam,Y14
Conary Lower,Y14
Conary Upper,Y14
Cooladangan,Y14
Coolafancy,Y14
Coolafunshoge,Y14
Coolahullin,Y14
Coolalug,Y14
Coolanearl,Y14
Coolastingan,Y14
Coolattin,Y14
Coolattin Park,Y14
Coolballintaggart,Y14
Coolbawn,Y14
Coolbawn Lower,Y14
Coolbawn Middle,Y14
Coolbawn Upper,Y14
Coolboy,Y14
Coolgarrow,Y14
Coolmore,Y14
Coolroe,Y14
Coolruss,Y14
Craffield,Y14
Cronawinnia,Y14
Crone,Y14
Crone Beg,Y14
Crone More,Y14
Cronebane,Y14
Cronelea,Y14
Cronelusk,Y14
Cronesallagh,Y14
Croneyhorn,Y14
Croneyhorn Lower,Y14
Croneyhorn Upper,Y14
Crossbridge,Y14
Curraghlawn,Y14
Curranstown,Y14
Curravanish,Y14
Deerpark,Y14
Drummin,Y14
Ecawn,Y14
Ennereilly,Y14
Fairwood,Y14
Farnees,Y14
Ferrybank,Y14
Garnagowlan,Y14
Garryhoe,Y14
Glenart,Y14
Glenphilipeen,Y14
Glenteige,Y14
Gorteen,Y14
Greenhall,Y14
Johnstown,Y14
Johnstown Lower,Y14
Johnstown North,Y14
Johnstown South,Y14
Johnstown Upper,Y14
Keelogue,Y14
Kilballyowen,Y14
Kilbride,Y14
Kilbride Industrial,Y14
Kilcarra,Y14
Kilcarra East,Y14
Kilcarra West,Y14
Kilcashel,Y14
Kilcavan,Y14
Kilcavan Upper,Y14
Killacloran,Y14
Killaduff,Y14
Killahurler,Y14
Killahurler Lower,Y14
Killahurler Upper,Y14
Killavaney,Y14
Killeagh,Y14
Killiniskyduff,Y14
Kilmacoo,Y14
Kilmagig Lower,Y14
Kilmagig Upper,Y14
Kilmurray,Y14
Kilmurray Lower,Y14
Kilmurray Middle,Y14
Kilpatrick,Y14
Kilpipe,Y14
Kilpipe Lower,Y14
Kilpipe Upper,Y14
Kilqueeny,Y14
Kilquiggin,Y14
Kish,Y14
Kish Business Park,Y14
Knockananna,Y14
Knockanduff,Y14
Knockanode,Y14
Knockanooker,Y14
Knockanooker Lower,Y14
Knockanooker Upper,Y14
Knockanree,Y14
Knockanree Lower,Y14
Knockanree Upper,Y14
Knockatomcoyle,Y14
Knockenrahan Upper,Y14
Knockmiller,Y14
Knocknagilky Upper,Y14
Knocknamohill,Y14
Knocknashamrogue,Y14
Knocknaskeagh,Y14
Kyle,Y14
Lamberton,Y14
Laragh,Y14
Loughleitrim,Y14
Lugduff,Y14
Macreddin Village,Y14
Macreddin West,Y14
Mangans,Y14
Millands,Y14
Minmore,Y14
Monaglough,Y14
Monahullen,Y14
Money Big,Y14
Money Little,Y14
Moneylane,Y14
Moneyteigue,Y14
Mongan,Y14
Mongnacool Lower,Y14
Mooreshill,Y14
Mountain Bay,Y14
Mountpleasant,Y14
Moyne,Y14
Mucklagh,Y14
Mullinacuffe,Y14
Mullins,Y14
Muskeagh,Y14
New Line,Y14
Newtown,Y14
Park,Y14
Parkmore,Y14
Parknashaw,Y14
Paulbeg,Y14
Pollaphuca,Y14
Preban,Y14
Raheen,Y14
Raheenakit,Y14
Raheenglass,Y14
Raheenteigue,Y14
Rathcot,Y14
Rathmeague,Y14
Rednagh,Y14
Rednagh Hill,Y14
Rock Big,Y14
Rock Little,Y14
Rosahane,Y14
Rosbawn,Y14
Rosnastraw,Y14
Rostygah,Y14
Sallymount,Y14
Scratenagh,Y14
Seabank,Y14
Seskin,Y14
Sheeana More,Y14
Sheeanabeg,Y14
Sheephouse,Y14
Sheepwalk,Y14
Sheilstown,Y14
Shelton,Y14
Shillelagh,Y14
Shirsheen,Y14
Sleighduff,Y14
Slievemane,Y14
Slievemweel,Y14
Slievenavode,Y14
Slieveroe,Y14
Snugborough,Y14
Soldier's Bench,Y14
Springfield,Y14
Sroughmore,Y14
Stoops,Y14
Stranakelly,Y14
Tallyho,Y14
Templelusk,Y14
Templemichael,Y14
Templerainey,Y14
The Meetings,Y14
Thomastown,Y14
Threewells,Y14
Ticknock,Y14
Tigroney,Y14
Tigroney East,Y14
Tigroney West,Y14
Tinahask Upper,Y14
Tinahely,Y14
Tinnahinch,Y14
Tinnakilly Lower,Y14
Tinnakilly Upper,Y14
Toberlonagh,Y14
Toberpatrick,Y14
Tomacork,Y14
Tomanierin Lower,Y14
Tomanierin Upper,Y14
Tombreane,Y14
Tomcoyle,Y14
Tomnafinogue,Y14
Tomnaskela,Y14
Umrigar,Y14
Whitefield,Y14
Whiterock,Y14
Woodenbridge,Y14
Coolross,Y21
Drummin,Y21
Glennashouk,Y21
Moylisha,Y21
Newry,Y21
Park,Y21
Parkbridge,Y21
Raheengraney,Y21
Springfield,Y21
Ballyellis,Y25
Curraghlawn,Y25
Hillbrook,Y25
Hillbrook Lower,Y25
Hillbrook Upper,Y25
Kennystown,Y25
Parkmore,Y25
Toberpatrick,Y25
