Town,Postcode
Kilclohane,V93
Kilclogherane,V93
Kilburn,V93
Kilbunow,V93
Kilbrean More,V93
Kilbrean Beg,V93
Kilbrean,V93
Kilbonane,V93
Kerry Airport,V93
Kenmare Old,V93
Kenmare,V93
Keelties,V93
Keel,V93
Keeas,V93
Kealduff Lower,V93
Kealariddig,V93
Istalea,V93
Islandmore,V93
Ironmills,V93
Inchycullane,V93
Inchinvima,V93
Inchinlough,V93
Inchinglanna,V93
Inchincummer,V93
Inchincoosh,V93
Inchinaleega,V93
Inchimore,V93
Inchicloon,V93
Incheraigh,V93
Incheese,V93
Incheens,V93
Inchamore,V93
Inchabee,V93
Inch West,V93
Inch,V93
Ilaunslea,V93
Holy Cross,V93
Headford,V93
Gurteenroe,V93
Gurteen,V93
Gurrane West,V93
Gurrane Upper,V93
Gurrane East,V93
Gurrane,V93
Gurane,V93
Groyne,V93
Grove Lodge Holiday,V93
Grousemount,V93
Groin,V93
Grenagh,V93
Greenfields,V93
Greenane,V93
Gransha Upper,V93
Gransha Lower,V93
Graignagreana,V93
Graffeens,V93
Gowlanes East,V93
Gowlanes,V93
Gowlane,V93
Goulnacappy,V93
Goulane,V93
Gortshanafa,V93
Gortrooskagh,V93
Gortroe,V93
Gortrelig,V93
Gortreagh,V93
Gortnatona,V93
Gortnaskeagh,V93
Gortnascarry,V93
Gortnakilly,V93
Gortnakilla,V93
Gortnahulla,V93
Gortnahaneboy West,V93
Gortnaglough,V93
Gortnaglogh,V93
Gortnagan Beg,V93
Gortnadullagh,V93
Gortnacurra,V93
Gortnacarriga,V93
Gortnaboul,V93
Gortmarrahafineen,V93
Gortmaloon West,V93
Gortmaloon East,V93
Gortloughra,V93
Gortlicka,V93
Gortlahard,V93
Gorthloughera,V93
Gortglass,V93
Gortfadda,V93
Gortdromakiery,V93
Gortdromagh,V93
Gortdirragh,V93
Gortdarrig,V93
Gortcullinane,V93
Gortbrack,V93
Gortboy,V93
Gortavillin,V93
Gortavallig,V93
Gortaree,V93
Gortaneden Lower,V93
Gortaneden,V93
Gortamullen Busines,V93
Gortamullen,V93
Gortaloughane,V93
Gortalinny South,V93
Gortalinny North,V93
Gortaleen,V93
Gortalee,V93
Gortalassa,V93
Gortahoonig,V93
Gortagullane Lower,V93
Gortagullane,V93
Gortagowan,V93
Gortagass,V93
Gortacreenteen,V93
Gortacoosh,V93
Gortacollopa,V93
Gortacloghane,V93
Gortacarrin,V93
Gortacappul,V93
Golden Heights,V93
Gneeves,V93
Glounonea,V93
Glounlea,V93
Glounagillagh,V93
Gloragh,V93
Glenlough,V93
Gleninchaquin,V93
Glenflesk,V93
Glencuttane Upper,V93
Glencuttane Lower,V93
Glenbeigh,V93
Gleesk,V93
Glebe,V93
Glashacormick,V93
Glantrasna,V93
Glanmore,V93
Glanmakee,V93
Glanlough Upper,V93
Glanlough Lower,V93
Glanerought,V93
Glandeagh,V93
Glanbeg,V93
Gearsallagh,V93
Gearhadiveen,V93
Gearha South,V93
Gearha North,V93
Gearha Bridge,V93
Gearha,V93
Garries,V93
Garranes,V93
Garrane,V93
Garrahadoo,V93
Garinish Island,V93
Gap of Dunloe,V93
Fybagh,V93
Fustane,V93
Fussa,V93
Frehanagh,V93
Fossa,V93
Foiladuane,V93
Flintfield,V93
Firies West,V93
Firies,V93
Finnegan's Cross,V93
Fermoyle,V93
Feorus West,V93
Feorus East,V93
Feoramore,V93
Fehanagh,V93
Faughbane,V93
Faugh,V93
Farrantoreen,V93
Farranmanagh,V93
Farrankeal,V93
Farranfore,V93
Farrandoctor,V93
Farranaspig,V93
Farranamanagh,V93
Farnes,V93
Faha West,V93
Faha East,V93
Faha,V93
Eskine,V93
Eskadawer,V93
Eirc,V93
Dunmaniheen,V93
Dunloe Upper,V93
Dunloe Lower,V93
Dunloe,V93
Dunkerron Woods Hol,V93
Dunkerron,V93
Dungeel Upper,V93
Dungeel,V93
Droumavranka,V93
Droum,V93
Dromyrourk,V93
Dromultan,V93
Dromtine,V93
Dromteewakeen,V93
Dromstábla,V93
Dromroe,V93
Dromreag,V93
Dromquinna,V93
Dromore Old,V93
Dromore,V93
Dromnycolman,V93
Dromneavane,V93
Dromlusk,V93
Dromleagh,V93
Dromkerry,V93
Drominaharee,V93
Dromin West,V93
Dromin East,V93
Dromin,V93
Dromickbane,V93
Dromhumper,V93
Dromhale,V93
Dromerkeen,V93
Dromdoory,V93
Dromdoohig More,V93
Dromdoohig Beg,V93
Dromdiralough,V93
Dromdarragh,V93
Dromcarban,V93
Dromcahan West,V93
Dromcahan East,V93
Drombrick,V93
Drombrane,V93
Drombohilly Upper,V93
Drombohilly Lower,V93
Drombane,V93
Dromavalla Cottages,V93
Dromavalla,V93
Dromatouk,V93
Dromanassig,V93
Dromaloughane,V93
Dromalonhurt,V93
Dromadeesirt,V93
Dromaclaurig,V93
Drom West,V93
Drom Upper,V93
Drom Lower,V93
Drom East,V93
Drom,V93
Drinagh,V93
Drimna More,V93
Drimna Beg,V93
Dreenarigh,V93
Douglas,V93
Doughill,V93
Doory,V93
Doonryan,V93
Doonkinane,V93
Dooneen,V93
Doon,V93
Dooks Strand,V93
Dooks Mountain,V93
Dooks,V93
Doocarrig More,V93
Doocarrig Beg,V93
Dirreencallaugh,V93
Dirreen,V93
Dinish Island,V93
Dicksgrove,V93
Derryvorahig,V93
Derrysallagh,V93
Derryrush,V93
Derryreag,V93
Derryquin,V93
Derrynid,V93
Derrynagree,V93
Derrynafinnia,V93
Derrynafeana,V93
Derrynacoulagh,V93
Derrynacaheragh,V93
Derrynabrack,V93
Derrymaclavode,V93
Derrylough,V93
Derrylicka,V93
Derryleagh,V93
Derrylea,V93
Derrylahan,V93
Derrygarriv,V93
Derrygarrane South,V93
Derrycunihy,V93
Derryconnery,V93
Derrybonane,V93
Derry West,V93
Derry East,V93
Derrinknow,V93
Derrincullig,V93
Derreensillagh,V93
Derreennamucklagh,V93
Derreennagreer,V93
Derreengarrinshagh,V93
Derreenfinlehid,V93
Derreendrislagh,V93
Derreendarragh,V93
Derreenavurrig,V93
Derreenauliff,V93
Derreenatlooig,V93
Derreenamacken,V93
Derreenafoyle,V93
Derreenacullig,V93
Derreenaclaurig,V93
Derreenacahill,V93
Derreen,V93
Demesne,V93
Deesert,V93
Deerpark,V93
Dawros,V93
Danesfort,V93
Cuss,V93
Currowross,V93
Currow,V93
Curreal,V93
Curravaha,V93
Currans Village,V93
Curraknockaun,V93
Curraheen West,V93
Curraheen Little,V93
Curraheen East,V93
Curraheen,V93
Curraglass,V93
Curragh Beg,V93
Curragh,V93
Curraflugh,V93
Curracity,V93
Currabeg,V93
Curra,V93
Cummers West,V93
Cummers East,V93
Cummeenduvasig,V93
Cummeenboy,V93
Cummeen Upper,V93
Cummeen,V93
Cullenagh Upper,V93
Cullenagh Lower,V93
Culleeny More,V93
Culleeny Beg,V93
Cuhig,V93
Croughmore West,V93
Croughmore East,V93
Crosstown,V93
Crossmount,V93
Crossderry,V93
Cromane Upper,V93
Cromane Lower,V93
Cromane Cross,V93
Cromane,V93
Crohane,V93
Creggeen,V93
Creeveen,V93
Crag,V93
Counguilla,V93
Coss Strand,V93
Coss,V93
Cosha South,V93
Cosha North,V93
Corran,V93
Corkaboy,V93
Corbally,V93
Coracow,V93
Cooryeen,V93
Coornameana,V93
Coornagillagh,V93
Coornacaragh,V93
Cooragweanish,V93
Cooracoosane,V93
Coomyanna,V93
Coomplahane,V93
Coomnakilla South,V93
Coomnakilla North,V93
Coomlumminy,V93
Coomclogherane,V93
Coomasaharn,V93
Coomacullen,V93
Cools,V93
Coolroe West,V93
Coolroe Upper,V93
Coolroe South,V93
Coolroe North,V93
Coolroe Lower,V93
Coolroe East,V93
Coolroe,V93
Coolownig,V93
Coologes,V93
Coolnoohill,V93
Coolnaharragill Upp,V93
Coolnaharragill Low,V93
Coolnaharragill,V93
Coolnagoppoge,V93
Coolnageragh,V93
Coolnagarrahy,V93
Coolnacalliagh,V93
Coolmagort,V93
Coolies,V93
Coolick,V93
Coolgarriv,V93
Cooleanig,V93
Coolcurtoga,V93
Coolcummisk,V93
Coolcreen,V93
Coolcorcoran,V93
Coolclogher,V93
Coolclieve,V93
Coolcaslagh Industr,V93
Coolcaslagh,V93
Coolbane West,V93
Coolbane East,V93
Coolbane,V93
Coolavorheen,V93
Conovola,V93
Connigar,V93
Commaun,V93
Comeenavrick,V93
Collorus,V93
Cois na Habhainn,V93
Cockhill,V93
Coad,V93
Cnoc na Run,V93
Clydagh,V93
Cluain Fhionnain,V93
Clounmellane,V93
Clounleigh,V93
Cloonteens,V93
Cloonmore,V93
Cloonlara,V93
Cloonee,V93
Cloonearagh,V93
Cloonclogh,V93
Clooncarrig,V93
Cloonalassan,V93
Cloonacurrig,V93
Cloon West,V93
Cloon East,V93
Cloon,V93
Clonkeen,V93
Cloghleagh,V93
Cloghfune,V93
Cloghereen Upper,V93
Cloghereen Lower,V93
Clogherane,V93
Cloghera More,V93
Cloghera Beg,V93
Cloghane,V93
Cliddaun,V93
Cleeny,V93
Cleady,V93
Clashnagarrane,V93
Clasheen,V93
Clash,V93
Clahane,V93
Claddanure West,V93
Claddanure East,V93
Churchtown,V93
Churchground,V93
Castlemaine,V93
Castlelough,V93
Castlefarm,V93
Castledrum,V93
Castleconway,V93
Carrignahihilan,V93
Carriginane,V93
Carrigfreaghane,V93
Carrigeencullia,V93
Carrigawannia,V93
Carrigaveema,V93
Carrig East,V93
Carragh Village,V93
Carks,V93
Carker,V93
Carhoonahone,V93
Carhoomeengar West,V93
Carhoomeengar East,V93
Carhoobeg,V93
Caragh Lake,V93
Caragh Bridge,V93
Cappyantanvally,V93
Capparoe,V93
Cappanthlarig,V93
Cappanlivane,V93
Cappanacush West,V93
Cappanacush East,V93
Cappamore,V93
Cappagh,V93
Cappaganneen,V93
Cappa,V93
Caolmore,V93
Canknoogheda,V93
Canfee,V93
Caneragh,V93
Canagullen,V93
Callinafercy West,V93
Callinafercy East,V93
Callahaniska,V93
Calfmount,V93
Cahir,V93
Cahernane,V93
Caherdean,V93
Caherdaniel,V93
Caher West,V93
Caher East,V93
Caher,V93
Bushmount,V93
Bunrower,V93
Bunglasha South,V93
Bunglasha,V93
Bunaneer,V93
Buddaghauns,V93
Brookhill,V93
Bridia Valley,V93
Brewsterfield,V93
Breanshagh,V93
Breanlee,V93
Brackross,V93
Brackloon,V93
Brackhill,V93
Brackaharagh,V93
Boulia,V93
Boulanimrish,V93
Boolteens West,V93
Boolteens East,V93
Boolananave,V93
Boolacullane,V93
Bonane,V93
Bohereens,V93
Boheeshil,V93
Bohacullia,V93
Bohacogram,V93
Bocare,V93
Blackvalley,V93
Bellview Woods,V93
Beheenagh,V93
Behaghane,V93
Beenateevaun,V93
Beaufort,V93
Bealdarrig,V93
Bawnaglanna,V93
Bausheen,V93
Baurearagh,V93
Batterfield Way,V93
Batterfield,V93
Barraduff Upper,V93
Barraduff,V93
Barnfield,V93
Barnastooka,V93
Barna,V93
Barleymount West,V93
Barleymount Middle,V93
Barleymount East,V93
Bansha,V93
Ballyvirrane,V93
Ballytrasna,V93
Ballyraymeen Upper,V93
Ballyraymeen Lower,V93
Ballyoughtragh Nort,V93
Ballyoughtragh,V93
Ballynakilly Upper,V93
Ballynakilly Lower,V93
Ballymalis,V93
Ballymacprior,V93
Ballymacdonnell,V93
Ballymacandy,V93
Ballyledder,V93
Ballykissane,V93
Ballyhar,V93
Ballygriffin,V93
Ballygamboon,V93
Ballyfinane Lower,V93
Ballyfinane,V93
Ballydribbeen,V93
Ballydowney,V93
Ballydeenlea,V93
Ballycrispin,V93
Ballycasheen,V93
Ballycarnahan,V93
Ballybrack,V93
Ballybeg,V93
Ballybane,V93
Ballyarkane,V93
Ballintourig,V93
Ballintleave Common,V93
Ballintleave,V93
Ballinivarrig,V93
Ballinillane,V93
Ballincarrig West,V93
Ballincarrig East,V93
Ballinamona Upper,V93
Ballinamona,V93
Ballinamanagh,V93
Ballaugh Hill,V93
Ballaugh,V93
Ballagh,V93
Aughills,V93
Aughaleemore,V93
Ashgrove,V93
Artigallivan,V93
Ardywanig,V93
Ardtully,V93
Ardsheelhane,V93
Ards,V93
Ardraw,V93
Ardmore,V93
Ardmoniel,V93
Ardmeelode,V93
Ardlaghas,V93
Ardeen,V93
Ardea West,V93
Ardea,V93
Ardcrone,V93
Ardcanaught West,V93
Ardcanaught,V93
Ardatedaun,V93
Ardaneanig,V93
Ardagh,V93
Ardacluckeen,V93
Ardabaun,V93
Ard na Greine,V93
Annaghmore West,V93
Annaghmore,V93
Annaghilymore,V93
Annagh More,V93
Annagh Beg,V93
Annagh,V93
Annadale,V93
Ankail,V93
Anglont,V93
Anablaha,V93
Alohart,V93
Allohart,V93
Ahane,V93
Aglish,V93
Aghadoe Woods,V93
Aghadoe,V93
Aghacurreen,V93
Adriville,V93
Abbeylands,V93
Abbey Cross,V93
Woodville,V92
Whitewall,V92
Waterside,V92
Waterfall,V92
Village Cross,V92
Vicarstown,V92
Ventry Cross,V92
Ventry,V92
Upper Village,V92
Upper Tullig,V92
Upper Kilquane,V92
Upper Cloonsharragh,V92
Upper Camp,V92
University Hospital,V92
Tylagh,V92
Tursillagh,V92
Tullig,V92
Tullaree,V92
Tullagubbeen,V92
Tullaghna,V92
Tullacrimmin,V92
Tubrid More,V92
Tubrid Beg,V92
Tubber,V92
Tralee,V92
Toureenablaha,V92
Tooreenmore,V92
Tooreenastooka,V92
Tooreenascarty,V92
Tooreenard,V92
Tooreenagowan,V92
Tooreen,V92
Tonreigh,V92
Tonbwee,V92
Tonavane Cross,V92
Tonavane,V92
Tonaknock,V92
Tonakilly,V92
Toherbane,V92
Tobermaing,V92
Toanreagh,V92
Tiershanahan,V92
Tiduff,V92
The Village,V92
The Strand,V92
The Paddock,V92
The Model Village,V92
The Mart Complex,V92
The Marina,V92
The Mall,V92
The Kerries,V92
The Demesne,V92
The Cross,V92
The Craggens,V92
The Colony,V92
The Bridge,V92
Teerbrin,V92
Teeravane,V92
Teer,V92
Tawlaught West,V92
Tawlaught East,V92
Tawlaught,V92
Talbots Bridge,V92
Sycamore Court,V92
Stradbally,V92
Stacks Mountain,V92
Spa,V92
Snipefield,V92
Smerwick,V92
Slieveglass,V92
Slievebwee,V92
Slieve,V92
Slievawaddra,V92
Slievadrehid,V92
Slí na Faiche,V92
Sleveen,V92
Skirlough,V92
Skahanagh,V92
Sheepwalk,V92
Shantalliv,V92
Shanavalla,V92
Shanaknock,V92
Shanafona,V92
Shanacill,V92
Seafield,V92
Scrallaghbeg,V92
Scrahan Cross,V92
Scrahan,V92
Scraggane,V92
Scart,V92
Sandville,V92
Sandford,V92
Sackville,V92
Rockfield,V92
Reenconnell,V92
Reenboy,V92
Reen Point,V92
Reask,V92
Reamore,V92
Reaglass,V92
Reacashlagh,V92
Rattoo,V92
Rathscannell,V92
Rathonane,V92
Rathmorrel,V92
Rathkenny,V92
Rathduff,V92
Rathass Halting Sit,V92
Rathass,V92
Rathanny Cross,V92
Rathanny,V92
Rahoneen,V92
Rahinnane,V92
Raheenagh,V92
Raheen,V92
Rahealy,V92
Rae,V92
Puckisland,V92
Poulawaddra,V92
Potalley,V92
Portduff,V92
Pluckeen,V92
Pinewood Drive,V92
Pier Gates,V92
Penure,V92
Parknageragh,V92
Parkearagh,V92
Parkboy,V92
Pallas,V92
Oyster Hall,V92
O'Leary's Cross,V92
Old Mill,V92
Oakview Village,V92
Oakpark,V92
North Commons,V92
Nolans Hill,V92
Nohoval South,V92
Mweelinroe,V92
Murreagh,V92
Murirrigane,V92
Mullenaglemig,V92
Mullaghveal,V92
Mullaghmarky,V92
Muingvautia,V92
Muingnatee,V92
Muingnaminnane,V92
Muingavrannig,V92
Muing West,V92
Muing East,V92
Muckenaugh Lower,V92
Muckenaugh,V92
Mountway,V92
Mountoven,V92
Mounthawk Mercy Sec,V92
Mounthawk,V92
Mount Nicholas,V92
Moorestown,V92
Montanagay,V92
Monavalley Industri,V92
Monavalley Business,V92
Monavalley,V92
Monaree,V92
Monacappa,V92
Moanmore,V92
Minard West,V92
Minard East,V92
Milltown,V92
Mile Height Busines,V92
Mile Height,V92
Meenyvoghane,V92
Meenscovane,V92
Meenogahane,V92
Meennascarty,V92
Meennahorna,V92
Meenleitrim South,V92
Meenleitrim North,V92
Meenganaire,V92
Meenbannivane,V92
Meenala,V92
Meenahilla,V92
Meelin,V92
Meanus,V92
Maumanorig,V92
Maumagarrane,V92
Maum,V92
Maulin,V92
Martramane,V92
Martara,V92
Marhin,V92
Manor West Retail P,V92
Manor West,V92
Manor Village,V92
Manor East,V92
Mám na Gaoithe,V92
Main Street,V92
Maharees Road,V92
Maglass East,V92
Maglass,V92
Magherabeg,V92
Maghaseela,V92
Magh West,V92
Magh Road,V92
Magh East,V92
Lyre,V92
Lugnagappul,V92
Lower Cappagh,V92
Lower Ballymullen,V92
Loughnacappagh,V92
Loughfouder,V92
Lougher,V92
Loughbeg,V92
Lough,V92
Lotts,V92
Lohercannon,V92
Lixnaw West,V92
Lixnaw,V92
Listrim,V92
Listellick South,V92
Listellick North,V92
Listellick,V92
Lissycurrig,V92
Lissooleen,V92
Lissereen,V92
Lissatanvally,V92
Lissataggle,V92
Lissanore,V92
Lissanearla West,V92
Lissanearla East,V92
Lissanearla,V92
Lispole,V92
Lisodigue,V92
Lisnakealwee,V92
Lisnagree,V92
Lisnagoneeny,V92
Lismore,V92
Lisloose,V92
Lisduff,V92
Lisdargan,V92
Liscullane,V92
Liscahane East,V92
Liscahane,V92
Lisardboula,V92
Lerrig North,V92
Lerrig Cross,V92
Lerrig,V92
Leith East,V92
Leigh,V92
Leebrook,V92
Leath West,V92
Leampreaghane Cross,V92
Leampreaghane,V92
Leamerlea,V92
Lavalla,V92
Lateevemanagh,V92
Lateeve More,V92
Lateeve Beg,V92
Lassinagh,V92
Larha,V92
Laherfree,V92
Laharn,V92
Ladywell,V92
Lackanoneen,V92
Lackabawn,V92
Lackabane,V92
Lacka West,V92
Lacka More,V92
Lacka East,V92
Lacka Beg,V92
Lack West,V92
Lack,V92
Laccamore,V92
Kylebeg,V92
Knoppoge South,V92
Knoppoge North,V92
Knoppoge,V92
Knockreagh,V92
Knockognoe,V92
Knocknanarney,V92
Knocknakilla,V92
Knocknahow,V92
Knocknahilla,V92
Knocknagun,V92
Knocknagower,V92
Knocknagoshel West,V92
Knocknagoshel East,V92
Knocknagoshel,V92
Knocknagore,V92
Knocknacuig,V92
Knocknacree,V92
Knocknacaska,V92
Knockglass More,V92
Knockglass Beg,V92
Knockercreeveen,V92
Knockenaugh,V92
Knockeencreen,V92
Knockeen,V92
Knockburrane,V92
Knockbrack West,V92
Knockbrack East,V92
Knockbrack,V92
Knockawinna,V92
Knockawaddra,V92
Knockavrogeen West,V92
Knockavrogeen East,V92
Knockavinnane,V92
Knockavaghig,V92
Knockaunmore,V92
Knockaunbawn,V92
Knockaunatee,V92
Knockaunacurraheen,V92
Knockariddera,V92
Knockariddane,V92
Knockardtry,V92
Knockanush West,V92
Knockanish East,V92
Knockanish,V92
Knockaneroe,V92
Knockane,V92
Knockananore,V92
Knockananlig,V92
Knockanaha,V92
Knockalougha,V92
Knockafreaghane,V92
Knockadarrive,V92
Knockaclogher,V92
Knockachur,V92
Knegare,V92
Kinard West,V92
Kinard East,V92
Kilvickadownig,V92
Kiltomey,V92
Kilteenbane,V92
Kilshannig West,V92
Kilshannig,V92
Kilsallagh,V92
Kilquane,V92
Kilnaglearagh,V92
Kilmurry,V92
Kilmoyley South,V92
Kilmoyley,V92
Kilmore,V92
Kilmanihan West,V92
Kilmanihan East,V92
Kilmalkedar,V92
Killorane,V92
Killiney,V92
Killerisk,V92
Killelton,V92
Killelane,V92
Killegane,V92
Killeenagh,V92
Killeen,V92
