Town,Postcode
Cloondoyle More,F45
Cloonee,F45
Cloonfaghna,F45
Cloonkeen,F45
Cloonlara North,F45
Cloonlara South,F45
Cloonmaghaura,F45
Cloonminda,F45
Cloonnacross,F45
Cloonruff,F45
Clough,F45
Derreen,F45
Derryvode,F45
Durrow,F45
Esker,F45
Faartan,F45
Farm,F45
Fortyacres,F45
Frass,F45
Gilkagh East,F45
Gilkagh West,F45
Glenamaddy,F45
Glinsk,F45
Gortaganny,F45
Gortdrishagh,F45
Gorteen,F45
Gortnagier East,F45
Island East,F45
Island West,F45
Keelogesbeg,F45
Keelogues,F45
Keelogues East,F45
Kilbeg,F45
Kilcolumb,F45
Kilcooley,F45
Kildaree,F45
Killsallagh,F45
Kilmacrickard,F45
Kilmore,F45
Kilnalag,F45
Kiltullagh,F45
Kiltybannan,F45
Knockanarra,F45
Knockauns,F45
Knockauns West,F45
Knockmascahill,F45
Knockogonnell,F45
Lehurick,F45
Lettera,F45
Lisheen,F45
Liskea,F45
Lisnageeragh,F45
Lisrivis,F45
Loughpark,F45
Marnellsgrove,F45
Meelick,F45
Midletown,F45
Monasterowen,F45
Moneen,F45
Moneenally,F45
Moorfield,F45
Mountkelly,F45
Newtown,F45
Oughtagh,F45
Parkbaun,F45
Parkroe,F45
Patch,F45
Pollaneyster,F45
Pollarassa,F45
Polleagh North,F45
Polleagh South,F45
Pollredmond,F45
Pollshask,F45
Pollynoon,F45
Rookhill,F45
Rosdaul,F45
Scotland,F45
Shanbally,F45
Shannagh Beg,F45
Shannagh More,F45
Sonnagh,F45
Sonnagh West,F45
Springfield,F45
Stonepark,F45
Stonetown,F45
Stoolpark,F45
Straid,F45
Stringfort,F45
Swiftsacre,F45
Timacat,F45
Toberroe East,F45
Toberroe West,F45
Treanboy,F45
Treanpark,F45
Tuberroe West,F45
Turlough,F45
Ussey,F45
Williamstown,F45
Windey Hill,F45
Abbeygormican,H53
Abbeyland,H53
Abbeylands,H53
Abbeypark,H53
Acres,H53
Addergoole,H53
Agrimhill,H53
Ahanduff More,H53
Ahane,H53
Ahascragh,H53
Ahascragh West,H53
Alloon,H53
Alloon Lower,H53
Alloon Upper,H53
Alloonbaun,H53
Annagh,H53
Annaghbeg,H53
Annaghcallow,H53
Annaghmore,H53
Annaghmore East,H53
Ardgraigue,H53
Ardranney,H53
Ardrereen,H53
Ardros,H53
Ardultagh,H53
Ashbrook,H53
Ashfield,H53
Ashford,H53
Attibrassil,H53
Atticoffey,H53
Attidermot,H53
Attigara,H53
Attimany,H53
Attykee,H53
Attyregan,H53
Aughrim,H53
Aughrim Hill,H53
Ballagh,H53
Ballagh East,H53
Ballaghduff,H53
Ballimabillagh,H53
Ballinaclough,H53
Ballinacor,H53
Ballinahowna,H53
Ballinakill,H53
Ballinalahy,H53
Ballinamona,H53
Ballinasloe,H53
Ballinastack,H53
Ballinderry,H53
Ballinew,H53
Ballinlass,H53
Ballinlough,H53
Ballinlug,H53
Ballinphuill,H53
Ballinrooaun,H53
Ballinruane,H53
Ballintober,H53
Ballinvoher North,H53
Ballinvoher South,H53
Ballooly,H53
Ballyara,H53
Ballybanea,H53
Ballybaun,H53
Ballyboggan,H53
Ballycahill,H53
Ballycrissane,H53
Ballydonagh,H53
Ballydonnellan,H53
Ballydonnellan East,H53
Ballydonnellan West,H53
Ballydoogan,H53
Ballyedmond,H53
Ballyeighter,H53
Ballyfa,H53
Ballyglass,H53
Ballygraney,H53
Ballyhanry,H53
Ballyhoose,H53
Ballylouge,H53
Ballymacward,H53
Ballymageraghty,H53
Ballymanagh,H53
Ballymannion,H53
Ballymartin,H53
Ballymore Lower,H53
Ballymore Upper,H53
Ballynabanaba,H53
Ballynahattina,H53
Ballynaheskeragh,H53
Ballynahown,H53
Ballynalahy,H53
Ballynamuddagh,H53
Ballynew,H53
Ballyshrule,H53
Ballyterrim,H53
Ballyturick,H53
Ballyvaheen,H53
Ballyvoneen,H53
Banefield,H53
Banogues,H53
Barnaboy,H53
Barnacragh,H53
Barnavihalla,H53
Barnwellsgrove,H53
Beech Hill,H53
Beechlawn,H53
Beechlawn Hill,H53
Belderny,H53
Bellview,H53
Bettyville,H53
Blacksticks,H53
Boggauns,H53
Boherbannagh,H53
Boleyroe,H53
Boughill,H53
Boula,H53
Bovinion,H53
Bracklagh,H53
Brackloon,H53
Bredagh,H53
Brendanstown,H53
Brierfield,H53
Brierfield Burke,H53
Brierfield North,H53
Brierfield South,H53
Brierfield Stephans,H53
Brierfield Toole,H53
Bunavan,H53
Buxtown,H53
Caher,H53
Cahroon,H53
Callow,H53
Caltra,H53
Caltrabreeda,H53
Caltragh,H53
Caltraghduff,H53
Caltralea,H53
Caltrascreen,H53
Camderry,H53
Camus,H53
Capira,H53
Cappagh,H53
Cappakeela,H53
Cappaluane,H53
Cappalusk,H53
Cappanaughton,H53
Cappantruhaun,H53
Cappasallagh,H53
Cappataggle,H53
Cappaveha,H53
Carana,H53
Caraun More,H53
Carnacregg,H53
Carrahulla,H53
Carramore,H53
Carraun,H53
Carrintubber,H53
Carrowkeel,H53
Carrowmanagh,H53
Carrowmore,H53
Carrowmore East,H53
Carrowmore West,H53
Carrownafinnoge,H53
Carrownafreevy,H53
Carrownagannive,H53
Carrownagappul,H53
Carrowreagh,H53
Cartron,H53
Cartron Earl,H53
Cartrondoogan,H53
Cartronsheila,H53
Castle Demesne,H53
Castle Ffrench,H53
Castle Ffrench East,H53
Castle Ffrench West,H53
Castlebellew,H53
Castlebin,H53
Castlebin North,H53
Castleblakeney,H53
Castlegar,H53
Castlegar East,H53
Castletown,H53
Cave,H53
Chapelpark,H53
Charlestown,H53
Chelsea,H53
Claggernagh East,H53
Claggernagh West,H53
Clarary,H53
Claremadden,H53
Cleaghmore,H53
Cloghagalla,H53
Cloghatanna,H53
Cloghbrack,H53
Clonbern,H53
Clonberne Park,H53
Clonbrock,H53
Clonbrock Demesne,H53
Cloncondra,H53
Clonfert,H53
Clonfert Bridge,H53
Clonfert Demesne,H53
Clongowna,H53
Clonkeen,H53
Clonkeenkerrill,H53
Clonkela,H53
Clontuskert,H53
Cloonacalleen,H53
Cloonacat,H53
Cloonachase,H53
Cloonahinch,H53
Cloonameragaun,H53
Cloonascarberry,H53
Cloonascarberry Sou,H53
Cloonascragh,H53
Cloonatleeva,H53
Cloonatloukaun,H53
Cloonavihony,H53
Cloonbenis,H53
Clooncah,H53
Clooncallaga,H53
Clooncannon,H53
Clooncona,H53
Cloonconabeg,H53
Cloonconra,H53
Clooncunore,H53
Clooncurreen,H53
Cloonena,H53
Cloonfarris,H53
Cloonfinnoge,H53
Cloonkea,H53
Cloonkeen,H53
Cloonkeen West,H53
Cloonkeenabbert,H53
Cloonkeenclare,H53
Cloonkell,H53
Cloonlahan,H53
Cloonnabricka,H53
Cloonnacusha,H53
Cloonnagark,H53
Cloonnamaskry,H53
Cloonoolish,H53
Cloonoran,H53
Cloonoranoughter,H53
Cloonpee,H53
Cloonreleagh,H53
Cloonshecahill,H53
Cloonshee,H53
Cloonshivna,H53
Cloonwellaun,H53
Cloonyconaun,H53
Cloonymorris,H53
Clough,H53
Cloverfield,H53
Cloverpark,H53
Cogula,H53
Colemanstown,H53
Coolacurn North,H53
Coolacurn South,H53
Coolagarraun,H53
Coolagh,H53
Coolbaun,H53
Coolbeg,H53
Coolcarta,H53
Coolcarta Upper,H53
Coolcarta West,H53
Coolcarty,H53
Dalysgrove,H53
Deerpark,H53
Derradda,H53
Derradda South,H53
Derreen,H53
Derreenboy,H53
Derrew,H53
Derrough,H53
Derry,H53
Derryfadda,H53
Derryhiveny North,H53
Derryhiveny South,H53
Derrylissane,H53
Derrymore,H53
Derrymullan,H53
Derrynabrin,H53
Derrynamanagh,H53
Derryormond,H53
Derrysiskal,H53
Doocreggaun,H53
Dooghcloon,H53
Doon,H53
Doon Upper,H53
Doonane,H53
Doonaree,H53
Doonwood,H53
Dooras,H53
Drimeyre,H53
Drum,H53
Drumscar,H53
Dundoogan,H53
Earlstown,H53
Eastwell,H53
Eglish,H53
Ellagh,H53
Elmhill,H53
Englishtown,H53
Ervallagh,H53
Esker,H53
Eskerboy,H53
Eskerboy Lower,H53
Eskermore,H53
Eskerroe,H53
Eyrecourt,H53
Eyrecourt Demesne,H53
Fahy,H53
Fairfield,H53
Fairhill,H53
Fairyhill,H53
Feagh,H53
Feaghbeg,H53
Feaghmore Eighter,H53
Feaghmore Oughter,H53
Fearmore,H53
Fiddane,H53
Flowerhill,H53
Foats,H53
Fohenagh,H53
Frenchpark,H53
Furhill,H53
Fynagh,H53
Gannaveen,H53
Garbally,H53
Garbally Demesne,H53
Garrafine,H53
Garryad,H53
Garryad and Garrydu,H53
Garryduff,H53
Garrymore,H53
Garrynamishaun,H53
Garrynasillagh,H53
Gatestown,H53
Glebe,H53
Glen,H53
Glenaun,H53
Glenloughaun,H53
Glentaun,H53
Gortacoosaun,H53
Gortadeegan,H53
Gortadullisk,H53
Gortaganny,H53
Gortaloughane,H53
Gortananny,H53
Gortavally,H53
Gortavoher,H53
Gortbrack,H53
Gortbrackmoor,H53
Gorteenaveela,H53
Gorteencahill,H53
Gortfadda,H53
Gortgarrow,H53
Gortha,H53
Gortlemon,H53
Gortlusky,H53
Gortmore,H53
Gortnaboha,H53
Gortnacloghy,H53
Gortnagappa,H53
Gortnaglogh,H53
Gortnahaskany,H53
Gortnahoon,H53
Gortnahorna,H53
Gortnahultra,H53
Gortnamona,H53
Gortnaraheen,H53
Gortrea,H53
Gortronnagh,H53
Gortyneill,H53
Gowil,H53
Gowla,H53
Graigue,H53
Graigueawoneen,H53
Grallagh,H53
Grange,H53
Graveshill,H53
Greenhills,H53
Greenville,H53
Greenville Upper,H53
Guilka,H53
Gunnode,H53
Gurteen,H53
Gurteenlahard,H53
Gurtyryan,H53
Hampstead,H53
Hardwood,H53
Hearnesbrooke Demes,H53
Heathlawn,H53
Highfield,H53
Highpark,H53
Highstreet,H53
Hillswood,H53
Huntly,H53
Island,H53
Keave,H53
Keeloge,H53
Keeloges,H53
Kellysgrove,H53
Kentstown,H53
Kilbeg,H53
Kilcloony,H53
Kilclough,H53
Kilcommadan,H53
Kilconnell,H53
Kilcoosh,H53
Kilcornan,H53
Kilcrin,H53
Kilfelligy,H53
Kilgarve,H53
Kilgerrill,H53
Kilglass,H53
Kilkerrin,H53
Kill,H53
Killaan,H53
Killachunna,H53
Killaderry,H53
Killadullisk,H53
Killagh Beg,H53
Killagh More,H53
Killahawn,H53
Killalaghton,H53
Killan,H53
Killareeny,H53
Killascobe,H53
Killasmuggan,H53
Killaune,H53
Killavoher,H53
Killeen,H53
Killeen East,H53
Killeen West,H53
Killeveny,H53
Killimor,H53
Killine,H53
Killoran,H53
Killosolan,H53
Killupane,H53
Killure Beg,H53
Killure Castle,H53
Killure More,H53
Kilmachugh,H53
Kilmacshane,H53
Kilmalaw,H53
Kilnahown,H53
Kilquain,H53
Kiltormer,H53
Kiltormer East,H53
Kiltormer West,H53
Kinclare,H53
Kingstown,H53
Kinnaveelish,H53
Kinreask,H53
Kippanagh,H53
Knockaboy,H53
Knockaun,H53
Knockavilla,H53
Knockglass,H53
Knockmore,H53
Knocknagappagh,H53
Knocknagreine,H53
Kylecrow,H53
Kylemore,H53
Laghtonora,H53
Lahacrogher,H53
Lakefield,H53
Lakeview,H53
Lattoon,H53
Laughil,H53
Laught,H53
Lavagh,H53
Lawrencetown,H53
Lecarrow,H53
Lecarrowmactully,H53
Lehanagh,H53
Lehinch,H53
Lehrin,H53
Lenafin,H53
Lenalough,H53
Lenamore,H53
Lenard,H53
Lenareagh,H53
Licklea,H53
Lisavahaun,H53
Lisbeg,H53
Liscapple,H53
Liscuib,H53
Liscune Lower,H53
Liscune Upper,H53
Lisdeligny,H53
Lisduane,H53
Lisduff,H53
Lisduneen,H53
Lisfinny,H53
Lishane,H53
Lisheen,H53
Liskelly,H53
Lislea,H53
Lisloughlin,H53
Lismakeigue,H53
Lismany,H53
Lismany Lower,H53
Lismihill,H53
Lismoes,H53
Lismore,H53
Lismoyle,H53
Lisnaclassagh,H53
Lisnacody,H53
Lisnagree,H53
Lisnascreena,H53
Lispheasty,H53
Lisquell West,H53
Lissacarha,H53
Lissacullaun,H53
Lissaniska North,H53
Lissaniska South,H53
Lissapharson,H53
Lissard,H53
Lissaruggy,H53
Lissyegan,H53
Longford,H53
Longford Hill,H53
Loonaghtan,H53
Loughaclerybeg,H53
Loughaunboy,H53
Loughaunbrean,H53
Loughaunnavaag,H53
Loughbown,H53
Loughill,H53
Loughturk,H53
Lower Ballagh,H53
Lower Killosolan,H53
Lowpark,H53
Lowville,H53
Lurgan,H53
Lurgan Great,H53
Lurgan Little,H53
Lurganshanny,H53
M6 Business Park,H53
Mackney,H53
Magheramore,H53
Magheranearla,H53
Marless,H53
Mayour,H53
Meelick,H53
Menlough,H53
Menloughbeg,H53
Milltown,H53
Moat,H53
Moate,H53
Moaty,H53
Moher,H53
Monagormley,H53
Monairmore,H53
Monaveen,H53
Moneen,H53
Moneenaheeltia,H53
Moneenaveena,H53
Moorfield,H53
Morginure,H53
Mount Bellew,H53
Mount Prospect,H53
Mountbernard,H53
Mounthazel,H53
Mountsilke,H53
Mountventure,H53
Moyarwood,H53
Moylough,H53
Moylough Beg,H53
Moylough More,H53
Muckanagh,H53
Muckloon,H53
Muingbaun,H53
Mullaghmore,H53
Mullaghmore East,H53
Mullaghmore South,H53
Mullaghmore West,H53
Nail,H53
New Inn,H53
Newbridge,H53
Newcastle,H53
Newforest,H53
Newgrove,H53
Newline,H53
Newtown,H53
Newtowneyre,H53
Newtownkelly,H53
Newvillage,H53
Northbrook,H53
Nutfield,H53
Nutfield Cross,H53
Oatfield,H53
Ochilmore,H53
Oghil Beg,H53
Oghil More,H53
Oldstreet,H53
Oultort,H53
Oxgrove,H53
Pallas,H53
Palmerstown,H53
Park,H53
Park East,H53
Park West,H53
Patch,H53
Perssepark,H53
Polinaske,H53
Pollacrossaun,H53
Pollatlugga,H53
Polleighter,H53
Pollnabrone,H53
Pollnahincha,H53
Poolboy,H53
Poolboy Industrial,H53
Poppyhill,H53
Porte,H53
Portnick,H53
Portumna,H53
Prospect Demesne,H53
Queensacres,H53
Rabane,H53
Radullaan,H53
Rahally,H53
Raheen,H53
Raheens,H53
Ramore,H53
Ramore Cross,H53
Rathbane,H53
Rathglass,H53
Reaskmore,H53
Redmount Hill,H53
Richmond,H53
Riversdale,H53
Riverstick,H53
Rockfield East,H53
Rockfield West,H53
Rogerstown,H53
Rooaun,H53
Rooghan,H53
Rookhill,H53
Runnymeade,H53
Rushestown,H53
Rushlake,H53
Sandymount,H53
Scregg,H53
Shanballard,H53
Shanbally,H53
Shanballygeishal,H53
Shanballymore,H53
Shanboley,H53
Shankill,H53
Shantallow,H53
Shanvally,H53
Shanvoley,H53
Sheeaun,H53
Sheeaunrush,H53
Sheepwalk,H53
Shruffane,H53
Skehana,H53
Skehanagh,H53
Skehanagh North,H53
Skehanagh South,H53
Skenageehy,H53
Skycur,H53
Slieve,H53
Slieveroe,H53
Slihaun Beg,H53
Slihaun More,H53
Somerset,H53
Sonnagh,H53
Southpark,H53
Springfield,H53
Springlawn,H53
Springrove,H53
Stoneyisland,H53
Stowlin,H53
Streamsforth,H53
Summerhill,H53
Summerville,H53
Sunhill,H53
Sycamorehill,H53
Tample,H53
Taylorstown,H53
Teaghmore,H53
Templepark,H53
The Beeches,H53
The Demesne,H53
The Glebe,H53
The Island,H53
The Pines,H53
Thornfield,H53
Thornfort,H53
Timard,H53
Timiduane,H53
Timsallagh,H53
Tiquin,H53
Tiranascragh,H53
Toghergar,H53
Tomree,H53
Tonacurra,H53
Toomard,H53
Tooree,H53
Tooreen,H53
Tooreenard,H53
Toormore,H53
Townparks,H53
Treananearla,H53
Treasternagh,H53
Treasternagh North,H53
Treasternagh South,H53
Trihill West,H53
Tristaun,H53
Trust,H53
Tubbergrellan,H53
Tully,H53
Tully Village,H53
Tullywicky,H53
Tummerillaun,H53
Tycooly,H53
Tyrur,H53
Upper Brackernagh,H53
Upper Killosolan,H53
Urraghry,H53
Walshtown,H53
Waterloo,H53
Weston,H53
Whitepark,H53
Windfield,H53
Windfield Demesne,H53
Windfield Lower,H53
Woodberry,H53
Woodbrook,H53
Woodfield,H53
Woodlands,H53
Woodlawn,H53
Woodpark,H53
Woodview,H53
Abbert,H54
Abbert Demesne,H54
Abbey,H54
Abbeyknockmoy,H54
Addergoole,H54
Addergoole Beg,H54
Addergoole More,H54
Aghlisk,H54
Airglooney,H54
Anbally,H54
Annagh,H54
Annagh Cross,H54
Annagh Hill,H54
Ardcloon,H54
Ardcong,H54
Ardnagall,H54
Ardnasodan,H54
Ardour,H54
Ardskea Beg,H54
Ardskea More,H54
Ashgrove,H54
Attiflynn,H54
Aughlurogh,H54
Ballagh East,H54
Ballaghalode,H54
Ballaghbaun,H54
Ballaghdorragha,H54
Ballina,H54
Ballinakilla,H54
Ballinapark,H54
Ballinastack,H54
Ballinderry North,H54
Ballinlass,H54
Ballinphuil,H54
Ballinphuill,H54
Ballintava,H54
Ballintise,H54
Ballintleva,H54
Ballintober,H54
Ballybanagher,H54
Ballybaun,H54
Ballyboy,H54
Ballycostello,H54
Ballydotia,H54
Ballygaddy,H54
Ballyglunin,H54
Ballykeaghra,H54
Ballymary,H54
Ballymoney North,H54
Ballymoney South,H54
Ballymote,H54
Ballynacreg North,H54
Ballynacreg South,H54
Ballynagittagh,H54
Ballynakilla,H54
Ballynamona,H54
Ballynapark,H54
Ballyroe,H54
Ballytrasna,H54
Ballywataire,H54
Banagher,H54
Barbersfort,H54
Barnacurragh,H54
Barnaderg,H54
Barnaderg South,H54
Barracks,H54
Baunmore,H54
Baunoges North,H54
Baunouges,H54
Beagh,H54
Beagh More,H54
Belclare,H54
Bellaconeen,H54
Bellwell,H54
Belmont,H54
Bettyspark,H54
Biggera,H54
Biggera Beg,H54
Biggera More,H54
Birmingham,H54
Blindwell,H54
Bodane,H54
Bohercuill,H54
Boleylan,H54
Bracklagh,H54
Brackloon,H54
Breanra,H54
Briarfield,H54
Brockagh,H54
Brooklawn,H54
Brooklodge Demesne,H54
Bullaun,H54
Bunagarraun,H54
Caheravoley,H54
Cahergal,H54
Caherhugh,H54
Caherlea,H54
Cahernaglass,H54
Cahernagry,H54
Cahernaheerick,H54
Cahernahoon,H54
Caherphuca,H54
Caltragh,H54
Cappadavock,H54
Cappagh,H54
Carheens,H54
Carheenshowagh,H54
Carnaun,H54
Carragh,H54
Carramore,H54
Carraroe,H54
Carraun,H54
Carrogorm,H54
Carrowbaun,H54
Carrowbeg,H54
Carrowculleen,H54
Carrowkeel,H54
Carrowkeelanahglass,H54
Carrowmacowan,H54
Carrowmanagh,H54
Carrowmoneen,H54
Carrowmore,H54
Carrowmunniagh,H54
Carrownagarraun,H54
Carrownageeha,H54
Carrownagur,H54
Carrownaherick West,H54
Carrownaseer,H54
Carrownaseer North,H54
Carrownaseer South,H54
Carrowntanlis,H54
Carrowntemple,H54
Carrowntomush,H54
Carrowntootagh,H54
Carrowntryla,H54
Carrownurlaur,H54
Carrowpadeen East,H54
Carrowpadeen West,H54
Carrowpeter,H54
Carrowreagh,H54
Carrowreagh East,H54
Carrowreagh West,H54
Carrowrevagh,H54
Carrowrevagh Beg,H54
Carrowroe East,H54
Carrowroe West,H54
Carton,H54
Cartron,H54
Cashlawndarra,H54
Castle,H54
Castlefarm,H54
Castlegrove,H54
Castlehacket,H54
Castletown,H54
Castleview,H54
Chapelfield,H54
Chequer Hill,H54
Cladagh,H54
Claddagh West,H54
Claretuam,H54
Clashaganny,H54
Clashard,H54
Clogh,H54
Clogherboy,H54
Clonacurry,H54
Cloonacross,H54
Cloonagh,H54
Cloonaghmore,H54
Cloonaglasha,H54
Cloonascragh,H54
Cloonavadogue,H54
Cloonbar,H54
Cloonboo,H54
Cloonbrusk,H54
Cloonconra,H54
Cloondahamper,H54
Cloondarone,H54
Cloondergan,H54
Cloondhamper,H54
Cloondroon,H54
Clooneen,H54
Cloonfane,H54
Cloonfush,H54
Cloongownagh,H54
Cloonia,H54
Cloonkeely,H54
Cloonkeen,H54
Cloonkeen North,H54
Cloonkell,H54
Cloonlusk,H54
Cloonlyon,H54
Cloonmore,H54
Cloonmoylan,H54
Cloonmoyle,H54
Cloonsheen,H54
Cloonteen,H54
Cloontooa,H54
Clough North,H54
Clough South,H54
Cluide,H54
Conagher,H54
Cooladooaun,H54
Dalgin,H54
Dangan,H54
Danganbeg,H54
Darrary North,H54
Darrary South,H54
Dawros Lower,H54
Dawros Upper,H54
Deerpark,H54
Demesne,H54
Dennistown,H54
Dereen,H54
Derreen,H54
Derrybaun,H54
Derrymore,H54
Derrynagran,H54
Dillonbrook,H54
Donaghpatrick,H54
Doogra,H54
Doonbeg,H54
Dowras,H54
Drinaun,H54
Drum,H54
Drumaskim,H54
Drumbane,H54
Drumbulcaun,H54
Dunblaney,H54
Dunmore,H54
Dunmore Demesne,H54
Emone,H54
Farmhill,H54
Feagh,H54
Feagh East,H54
Feagh North,H54
Feagh West,H54
Fear More,H54
Fearagha,H54
Flaskagh Beg,H54
Flaskagh More,H54
Fortbrown,H54
Fortpark,H54
Fortyacres,H54
Foxhall,H54
Gallagh,H54
Gardenfield,H54
Garra,H54
Garrafrauns,H54
Garraun,H54
Garraun North,H54
Garraun South,H54
Garraunbaun,H54
Garrauncreen,H54
Garrauns,H54
Ginnaun,H54
Glan,H54
Glennafosha,H54
Glennaneeny,H54
Glennaveel,H54
Goldenpark,H54
Gortagarraun,H54
Gortaleam,H54
Gortbeg,H54
Gorteen Cross,H54
Gortnagoyne,H54
Gortnagunned,H54
Gortnalea,H54
Gortnaloura,H54
Graigue,H54
Graigueachullaire,H54
Graiguebaun,H54
Grange,H54
Gurranbeg,H54
Gurrancoyle,H54
Gurranes,H54
Gurteen,H54
Hazelwood,H54
Hillsbrook,H54
Hillswood,H54
Hillswood East,H54
Horseleap,H54
Illaun,H54
Immanbeg,H54
Immanmore,H54
Ironpool,H54
Johnstown,H54
Joycegrove,H54
Kead,H54
Keeloges,H54
Kidsforth,H54
Kilbannon,H54
Kilcahill,H54
Kilcloghans,H54
Kilcloony,H54
Kilconly,H54
Kilcreevanty,H54
Kilcurriff,H54
Kilgarriff North,H54
Kilgarve,H54
Kilgevrin,H54
Kililane,H54
Killaloonty,H54
Killavoher,H54
Killeen,H54
Killeenan Beg,H54
Killeenan More,H54
Killerneen,H54
Killerrin,H54
Killower,H54
Killuney,H54
Kilmore,H54
Kilmurry,H54
Kilnalappa,H54
Kilnaslieve,H54
Kilphrasoga,H54
Kilshanvy,H54
Kiltivna,H54
Knock,H54
Knockaloura East,H54
Knockaloura West,H54
Knockatee East,H54
Knockatee West,H54
Knockaunkeel,H54
Knockaunnagat,H54
Knockavanny,H54
Knocknacarrigeen,H54
Knocknagur,H54
Knockroe,H54
Lack,H54
Lambhill,H54
Laragh Beg,H54
Laragh More,H54
Lavally,H54
Lavally East,H54
Lehid,H54
Lenaboy,H54
Lenamore,H54
Levally,H54
Lisavalley,H54
Lisavalley Jackson,H54
Lisconly,H54
Lisduff,H54
Liskeavy,H54
Liss,H54
Lissaleen,H54
Lissananny,H54
Lissaniska,H54
Lissavally,H54
Lissavally Glebe,H54
Lissybroder,H54
Lissyconor,H54
Lomaunagh,H54
Lomaunaghroe,H54
Loughanspark,H54
Loughpark,H54
Lought Lodge,H54
Lower Abbert,H54
Lurgan,H54
Mahanagh,H54
Manusflynn,H54
Marley,H54
Masmore,H54
Meelick,H54
Meelick East,H54
Meelick West,H54
Meelickbeg,H54
Meenleana,H54
Menus,H54
Menus Park,H54
Milltown,H54
Milltown Business P,H54
Monacow,H54
Moneen,H54
Monumentpark,H54
Mossfort,H54
Mountpotter,H54
Moyne,H54
Mullaghmarkagh,H54
Mylespark,H54
New Line,H54
New Village,H54
Newgarden,H54
Newtown,H54
Newtown Lynott,H54
Newtowndarcy,H54
Oakwood North,H54
Oakwood South,H54
Paddock,H54
Park,H54
Parkgarve,H54
Parkmore,H54
Parkroe,H54
Peak,H54
Pollacappul,H54
Pollacorragune,H54
Pollacossaun Eighte,H54
Pollacossaun Oughte,H54
Pollaphuca,H54
Pollaturick,H54
Pollaturk,H54
Pollawarla,H54
Polldorragha,H54
Polleens,H54
Pollinore,H54
Pollnahallia,H54
Pollsillagh,H54
Prospect,H54
Quarrymount,H54
Quarter,H54
Quaybaun,H54
Queensfort,H54
Quinaltagh,H54
Rahogarty North,H54
Rahogarty South,H54
Ratesh,H54
