Town,Postcode
Old Head,P17
Oldcourt,P17
Oldcourt Upper,P17
Oysterhaven,P17
Pikelands,P17
Preghane,P17
Puckane,P17
Rathbeg,P17
Rathmore,P17
Rathvallikeen,P17
Reagrove,P17
Rennies,P17
Ring West,P17
Ringabella,P17
Ringfinnan,P17
Ringnanean,P17
Ringrone,P17
Ringrone Heights,P17
Ringville,P17
Robert's Cove,P17
Robertstown,P17
Rose Abbey,P17
Sallyport,P17
Sandycove,P17
Scart,P17
Scilly,P17
Snugmore,P17
Spital-Land,P17
Spittlefield,P17
Springfield,P17
Springhill,P17
Summercove,P17
The Doon,P17
The Kennels,P17
The Rock,P17
Tisaxon Beg,P17
Tisaxon More,P17
Tonabuska,P17
Tracton,P17
Tubbrid,P17
Upper Fountainstown,P17
Viking Wharf,P17
Waterlands,P17
Whitecastle,P17
Willow Hill,P17
Woodside,P17
Worlds End,P17
Fota View,P24
Ferryview,P24
Fanick,P24
Donegal,P24
Dock Terrace,P24
Dock Cottages,P24
College Manor,P24
Cobh,P24
Cluain Ard,P24
Carrignafoy Terrace,P24
Carrignafoy,P24
Carrigaloe,P24
Ballynoe,P24
Ballynatra,P24
Ballynacrusha,P24
Ballymore,P24
Ballyleary,P24
Ballyhetterick,P24
Ballyellane,P24
Ballydulea,P24
Ballydaniel More,P24
Ballydaniel Beg,P24
Ballybrassil,P24
Ballard Hill,P24
Ashgrove,P24
Ashbrook,P24
Glenmore,P24
Haulbowline Island,P24
Inis Álainn,P24
Knockeven,P24
Lakeview,P24
Lissanisky,P24
Marino,P24
Marino Point,P24
Marino Villas,P24
Marlogue,P24
Mount Crozier,P24
Newtown,P24
Old Church,P24
Prospect Villas,P24
Ringacoltig,P24
Ringmeen,P24
Riviera Terrace,P24
Rossleague,P24
Rushbrooke,P24
Rushbrooke Commmerc,P24
Rushbrooke Links,P24
Rushbrooke Terrace,P24
Spike Island,P24
Strandville,P24
Ticknock,P24
Ticknock Retail Park,P24
Walterstown,P24
Willmount,P24
Finure,P25
Farrantrenchard,P25
Europa Business Park,P25
Elfordstown,P25
East Ferry,P25
Dunsfort,P25
Dungourney,P25
Dromsarane,P25
Dromadda Beg,P25
Dower,P25
Dooneenmacotter,P25
Donickmore,P25
Demesne,P25
Deer Park,P25
Condonstown,P25
Commons West,P25
Commons East,P25
Cois Máigh,P25
Cloyne,P25
Clonmult,P25
Clonmaine,P25
Clashduff,P25
Churchtown South,P25
Churchtown North,P25
Churchtown Industri,P25
Churchtown,P25
Churchlands,P25
Castleview,P25
Castleredmond,P25
Castlequarter,P25
Castlemary,P25
Castlemartyr,P25
Castle Rock,P25
Carrigshane,P25
Carrigogna,P25
Carrignashinny,P25
Carriglusky,P25
Carrigkilter,P25
Carrigeennamoe,P25
Carrigatogher,P25
Carrigagour,P25
Carrigacrump,P25
Careystown,P25
Carewswood,P25
Caherultan,P25
Cahermone,P25
Ballyriorthy,P25
Ballyrichard More,P25
Ballyregan,P25
Ballyoughtera,P25
Ballyonane,P25
Ballynona South,P25
Ballynona North,P25
Ballynamona,P25
Ballynagaul,P25
Ballynacole,P25
Ballymartin,P25
Ballymaloe More,P25
Ballymaloe Beg,P25
Ballymakeigh,P25
Ballymacsliney,P25
Ballymacotter,P25
Ballymacooly More,P25
Ballymacoola,P25
Ballymacoda,P25
Ballymacandrick,P25
Ballylanders,P25
Ballyknock,P25
Ballykenneally,P25
Ballykenefick,P25
Ballyhook,P25
Ballyhonock,P25
Ballyhimikin,P25
Ballygibbon,P25
Ballygeany,P25
Ballyfleming,P25
Ballyfin,P25
Ballyferode,P25
Ballyeightragh,P25
Ballyedmond Little,P25
Ballyedmond,P25
Ballyedekin,P25
Ballydwyre,P25
Ballyduff,P25
Ballydonagh More,P25
Ballydonagh Beg,P25
Ballydavid,P25
Ballydaniel,P25
Ballycroneen,P25
Ballycrenane Beg,P25
Ballycrenane,P25
Ballycrana,P25
Ballycotton,P25
Ballycatoo,P25
Ballybutler,P25
Ballybranagh,P25
Ballybranagan,P25
Ballybraher,P25
Ballybane,P25
Ballyard,P25
Ballyannan,P25
Ballyandreen,P25
Ballinwillin,P25
Ballinvoher,P25
Ballintrim,P25
Ballintra East,P25
Ballintotis,P25
Ballinrostig,P25
Ballinookera,P25
Ballingarrane,P25
Ballindinis,P25
Ballincurrig,P25
Ballincourlea,P25
Ballinbeg,P25
Ballinascartha,P25
Ballinametagh,P25
Ballinacurra Busine,P25
Ballinacurra,P25
Ballinaclasha,P25
Ballinabointra,P25
Ballally,P25
Avaune,P25
Aughnalyra,P25
Aughane,P25
Attiquin,P25
Ardra More,P25
Ardra Beg,P25
Ardnahinch,P25
Ardnabourkey,P25
Ahavine,P25
Aghada Hall,P25
Aghada,P25
Acres,P25
Abbey Wood,P25
Garranassig,P25
Garryduff,P25
Garrylaurence,P25
Garryoughtragh,P25
Garryowen,P25
Garryvoe,P25
Garryvoe Lower,P25
Garryvoe Upper,P25
Gateway Business Ce,P25
Geragh,P25
Glanturkin,P25
Glenaphuca,P25
Glenathonacash,P25
Glenawilling,P25
Glenbeg,P25
Gort an Óir,P25
Gortacrue,P25
Gortavella,P25
Gortawada,P25
Gortcorcoran,P25
Gortnaskehy,P25
Gortstoke,P25
Grange,P25
Greenpark,P25
Guileen,P25
Gurteen,P25
Gurteenina,P25
Hadwell,P25
Hermitage,P25
Hillside,P25
Ightermurragh,P25
Inch,P25
Innygraga,P25
Jamesbrook,P25
Joseph Ahern Terrac,P25
Kearney's Cross,P25
Kilbarraree,P25
Kilbeg,P25
Kilboy,P25
Kilbree,P25
Kilcraheen,P25
Kilcredan,P25
Kilcrone,P25
Kilderrig,P25
Killamuckey,P25
Killeendooling,P25
Killorga,P25
Kilmacahill,P25
Kilmahon,P25
Kilmountain,P25
Kilrush,P25
Kilva,P25
Knockacrump,P25
Knockadoon,P25
Knockanakirka,P25
Knockane,P25
Knockanemorney,P25
Knockaneshane,P25
Knockastrickeen,P25
Knockglass,P25
Knockgorm,P25
Knockgriffin,P25
Knockgriffin Cottag,P25
Knockgriffin Indust,P25
Ladysbridge,P25
Lahard,P25
Lakeview,P25
Leadington,P25
Lismalaghlin,P25
Lisquinlan,P25
Lissanly,P25
Little Court,P25
Loughaderry,P25
Loughane,P25
Loughatalia,P25
Loughcarrig,P25
Lower Aghada,P25
Lus an Ime,P25
Mawbrin,P25
Maytown,P25
Meelshane,P25
Midleton,P25
Milebush,P25
Moanroe,P25
Mogeely,P25
Monacreagh,P25
Monagoul,P25
Monagurra,P25
Monearaniska,P25
Mosestown,P25
Mountcotton,P25
Nordic Enterprise P,P25
Northern Point Busi,P25
Oatencake,P25
Oldcourt East,P25
Oldcourt West,P25
Owenacurra Business,P25
Park North,P25
Park South,P25
Parknahyla,P25
Peafield,P25
Power Head,P25
Ramhill,P25
Ramhill Industrial,P25
Rathaha,P25
Rathcallan,P25
Rathcanning,P25
Rathcoursey East,P25
Rathcoursey West,P25
Rathcuppoge,P25
Rathfootera,P25
Rathguire,P25
Rathorgan,P25
Ring,P25
Ring Bawn,P25
Ring Hill,P25
Roches Point,P25
Rochmount,P25
Rooskagh,P25
Rose Hill,P25
Rosehill,P25
Rosehill Commercial,P25
Rostellan,P25
Roxborough,P25
Saleen,P25
Sandyhill,P25
Scarriff,P25
Scartlea Lower,P25
Scartlea Upper,P25
Schoolgardens,P25
Sculleen,P25
Shanagarry,P25
Shanagarry North,P25
Shanagarry South,P25
Shanahee,P25
Shanakiel,P25
Shanavagoon,P25
Shanavougha,P25
Sheanliss,P25
Sheepwalk,P25
Sleveen,P25
Spital,P25
Springfield,P25
Stumphill,P25
Tead Beg,P25
Tead More,P25
Templenacarriga,P25
The Cliffs,P25
The Demesne,P25
The New Line,P25
The Paddocks Holida,P25
The Pier,P25
The Square,P25
Tír Cluain,P25
Titeskin,P25
Townspark,P25
Trabolgan,P25
Tullough,P25
Upper Aghada,P25
Upper Jamesbrook,P25
Upper Range,P25
Walshtown,P25
Walshtown Beg,P25
Walshtown More,P25
Warren,P25
Waterock,P25
West End,P25
Westpark,P25
Whitegate,P25
Whiterock,P25
Whiterock Industria,P25
Whitewell,P25
Whitewell Cross,P25
Yellowford,P25
Youngrove,P25
Flynns Cross,P31
Farran Wood,P31
Farran Hill,P31
Farran,P31
Classis,P31
Classes Lake,P31
Clashanure,P31
Clashanaffrin,P31
Chapel Cross,P31
Castleinch,P31
Carrignaveen,P31
Carrigane,P31
Carriganarra,P31
Callas,P31
Ballygroman Upper,P31
Ballygroman Lower,P31
Ballyburden More,P31
Ballyburden Beg,P31
Ballyanly Cross,P31
Ballyanly,P31
Ballinguilly,P31
Ballineadig,P31
Ballincollig,P31
Ardrum,P31
Aherla More,P31
Aherla Beg,P31
Aherla,P31
Garravagh,P31
Garryhesta,P31
Grange,P31
Grange Cross,P31
Grange Hill,P31
Grange Manor,P31
Great Island Enterp,P31
Greenfields,P31
Greystones Villas,P31
Gurteen,P31
Ida Industrial Esta,P31
Inniscarra View,P31
Innishmore,P31
Kilbane,P31
Kilbonane,P31
Kilcrea,P31
Kilcrea Hill,P31
Killumney,P31
Kilnaglory,P31
Knockane,P31
Knockaneleigh,P31
Knockanemore,P31
Knockawadra,P31
Knockburden,P31
Knocknahilan,P31
Lackenreague,P31
Lisheens,P31
Lower Coolroe,P31
Lower Farran,P31
Lyras,P31
Maglin,P31
Moneyflugh,P31
Mullaghroe,P31
Muskerry Estate,P31
Mylane,P31
Myler Business Park,P31
Old Quarter,P31
Ovens,P31
Ovensbridge,P31
Poulavone,P31
Poulavone Manor,P31
Powdermills,P31
Rathard,P31
Rathcullen,P31
Rearour,P31
Scart,P31
Scart Lower,P31
Scart Upper,P31
Srelane,P31
Station Cross,P31
The Maltings,P31
The Quadrants,P31
Time Square,P31
Upper Farran,P31
Walshestown,P31
West City Retail Pa,P31
West End,P31
West Village,P31
Westside Retail Park,P31
Windsor,P31
Fornaught,P32
Firmount Cross,P32
Firmount,P32
Dooneens,P32
Donoughmore,P32
Ballykerwick,P32
Ballyhennessy,P32
Ballygirriha,P32
Ballycunningham,P32
Ballycraheen,P32
Annagannihy,P32
Ahadillane,P32
Garraun North,P32
Garraun South,P32
Garraunredmond,P32
Gilclough,P32
Glounaglough,P32
Gort,P32
Gowlane North,P32
Gowlane South,P32
Kilclough,P32
Kilcullen North,P32
Killcullen South,P32
Killeen,P32
Killeenleigh,P32
Kilmartin,P32
Kilmartin Lower,P32
Kilmartin Upper,P32
Knockane,P32
Knockarourke,P32
Knocknagoun,P32
Lackabane,P32
Loughane West,P32
Lyroe,P32
Matehy,P32
Meenachoney,P32
Monataggart,P32
Monavanshere,P32
Mountrivers,P32
New Tipperary,P32
Oughtihery,P32
Pluckanes,P32
Pluckanes East,P32
Pluckanes North,P32
Pluckanes West,P32
Rathcoola,P32
Rathcoola West,P32
Rylane,P32
Rylane East,P32
Scarteen,P32
Stuake,P32
Vicarstown,P32
Vicarstown Cross,P32
Frogmore,P36
Foxhole Industrial,P36
Foxhole,P36
Fortyacres,P36
Fanisk,P36
Dysart,P36
Drominane,P36
Dromdiah,P36
Drishane More,P36
Drishane Beg,P36
Dangan,P36
Coast Guard Station,P36
Clonpriest West,P36
Clonpriest East,P36
Clonpriest,P36
Clonard,P36
Claycastle,P36
Clasheel,P36
Clashdermot West,P36
Clashdermot East,P36
Clashadonna,P36
Castletown,P36
Castlerichard,P36
Carrigrostig,P36
Carriganassa,P36
Carhoo,P36
Ballyre,P36
Ballyquirke,P36
Ballyneague,P36
Ballynacarriga,P36
Ballymakeigh Beg,P36
Ballymakeigh,P36
Ballymadog,P36
Ballymackibbot,P36
Ballymacask,P36
Ballyling,P36
Ballyknock,P36
Ballykilty,P36
Ballyhubbard,P36
Ballyhonock,P36
Ballyhobert,P36
Ballygrunna,P36
Ballyglavin,P36
Ballyglassin,P36
Ballydaniel,P36
Ballydaheen,P36
Ballycurraginny,P36
Ballycurnane,P36
Ballycondon,P36
Ballycoleman,P36
Ballyclamasy,P36
Ballinvarrig Upper,P36
Ballinvarrig Lower,P36
Ballinteosig,P36
Ballinlough,P36
Ballinaheila,P36
Ballinacarriga,P36
Ardrath,P36
Annstown,P36
Aghadoe,P36
Garranejames,P36
Garrymore,P36
Glenane,P36
Glenane Beg,P36
Glenane More,P36
Glengarra,P36
Gortnagappul,P36
Gortroe,P36
Gortroe Cross,P36
Hilltop,P36
Inch,P36
Inchiquin,P36
Island View,P36
Kennel,P36
Kennelworth,P36
Kilcounty,P36
Killeagh,P36
Killeagh Gardens,P36
Kilmagner,P36
Kilnatoora,P36
Knockattigan,P36
Knockgorm,P36
Knockmonalea East,P36
Knockmonalea West,P36
Knocknacally,P36
Knocknagappagh,P36
Lagile,P36
Lisglasheen,P36
Lissacrue,P36
Mariners Bay,P36
Meenoughter,P36
Millennium Court,P36
Millennium Park,P36
Monabraher,P36
Monavarnogue,P36
Monearmore,P36
Mount Uniacke,P36
Mountbell,P36
Muckridge,P36
Mullarie,P36
Park,P36
Parkmountain,P36
Pilmore,P36
Pilmore Cottages,P36
Pipersbog,P36
Propogue,P36
Rath,P36
Redbarn,P36
Riverbank,P36
Seafield,P36
Spa Hill,P36
Springfield,P36
Springfield Industr,P36
Summerfield,P36
Sweetfields,P36
Whitebarn,P36
Windgap,P36
Youghal,P36
Youghal Business Pa,P36
Frenchfurze,P43
Fountainstown North,P43
Fountainstown,P43
Foster's Cross,P43
Forest Hill,P43
Ferry View,P43
Fennell's Bay,P43
Fartha,P43
Fahalea,P43
Durah,P43
Deep Water Berth,P43
Commeen Hill,P43
Commeen,P43
Church Bay,P43
Carrigaline Middle,P43
Carrigaline,P43
Carrig na Curra,P43
Carhoo South,P43
Carhoo North,P43
Ballynaneening,P43
Ballynametagh,P43
Ballynamaul,P43
Ballymartle,P43
Ballyginnane,P43
Ballinvragnosig,P43
Ballinvarosig,P43
Ballintrideen,P43
Ballintober,P43
Ballinrea South,P43
Ballinrea Business,P43
Ballinrea,P43
Ballinluska,P43
Ballinlining,P43
Ballea Woods,P43
Ballea Hill,P43
Ballea Castle,P43
Ballea,P43
Arlinstown,P43
Ardnacloghy,P43
An Bothar Síochain,P43
Aghamarta,P43
Garravesoge,P43
Glendooneen,P43
Glinny,P43
Gortnanoon,P43
Graball Bay,P43
Herons Wood,P43
Hilltown,P43
Hoddersfield,P43
Janeville,P43
Kelliher's Field,P43
Kilcolta,P43
Killeen,P43
Kilmichael West,P43
Kilmoney,P43
Kilnagleary,P43
Kilnagleary Busines,P43
Kilpatrick,P43
Knockane,P43
Knockatoor,P43
Knockmore,P43
Knocknagore,P43
Knocknalurgan,P43
Leacht Cross,P43
Loughbeg,P43
Lower Hilltown,P43
Maryville,P43
Meadstown,P43
Meadstown Cross,P43
Milland,P43
Mullagh,P43
Myrtleville,P43
Oldcastle,P43
O'Regan's Field,P43
Owenabue Heights,P43
Piercetown,P43
Pipers Cross,P43
