Town,Postcode
Rudagh,A82
Rudder,K32
Rushwee,C15
Saddlestown,K32
Sadleir Hall,A86
Saint John Rath,A82
Saintjohnsfort,C15
Salestown,A86
Salfort,A82
Sandyhall,A92
Sarney,A86
Sarsfieldstown,A92
Sarsfieldstown,K32
Scalestown,A85
Scallionstown,C15
Scapemanus,C15
Scarriff Bridge,C15
Scatternagh,A92
Scottstown,C15
Screeboge,A82
Scurlockstown,A82
Scurlockstown,C15
Scurlockstown Busin,C15
Scurlogstown,C15
Seneschalstown,C15
Seraghstown,A82
Sevitsland,A92
Sevitt Hall,A92
Sevitt Manor,A92
Seymourstown,A82
Seymourstown Black,A82
Seymourstown White,A82
Shallon,A92
Shalvanstown,C15
Shambo,C15
Shancarnan,A82
Shanco,A82
Shanco,C15
Shancor,A82
Shanlothe,C15
Sheeny,A82
Sheephouse,A92
Sicily,A92
Sicily,C15
Sillogue,C15
Silverstream,K32
Simonstown,C15
Sion,C15
Skearke,A82
Skerry Cross,A82
Skerryhill,C15
Skerrymount,C15
Skryne,C15
Skryne Hill,C15
Slanduff,C15
Slane,C15
Slane Castle Demesn,C15
Slanestown,C15
Smithstown,A82
Smithstown,A85
Smithstown,A92
Smithstown,C15
Sneeoge,A92
Snowtown,K32
Somerville,C15
Sommerville,C15
Spiddal,A82
Springfield,A83
Springhall,A82
Springvalley,A83
Springville,A82
Stackallen,C15
Stadalt,K32
Stadalt Cross,K32
Staffordstown,A86
Staffordstown,C15
Stague,A83
Staholmog,A82
Staleen,A92
Stamullen,K32
Station Yard,A83
Steeplestown,C15
Steeplestown Park,C15
Stephenstown,C15
Stirling,A86
Stirling,D15
Stirrupstown,A82
Stokes Cross,C15
Stokesquarter,C15
Stokestown,A86
Stokestown,D15
Stone Cross,A82
Stonefield,A82
Stonehall,C15
Stonestown,C15
Stoneyford,A83
Stranaboll,C15
Straney Beg,A83
Straney More,A83
Summerbank,A82
Summerhill,A83
Summerhill,C15
Summerhill Enterpri,A83
Summerhill Lake,C15
Summerseat,D15
Summerstown,C15
Sunnybank,C15
Sutherland,A85
Swainstown,C15
Syddan,C15
Sydenrath,A82
Tanderagee,A83
Tankardstown,A42
Tankardstown,A85
Tankardstown,C15
Tara,C15
Tatestown,C15
Tavis,A82
Teltown,C15
The Bolies,A82
The Bull Ring,A83
The Bush,A85
The Commons,A85
The Glen,C15
The Hub Logistic Pa,D15
The Lotts,C15
The Maudlins,C15
The Mayne,D15
The Old Mill,C15
The Rath,K67
The Rhine,A82
The Rock,C15
The Shragh,C15
Thomastown,A82
Thomastown,A85
Thomastown,A92
Thurstianstown,C15
Ticroghan,A83
Ticroghan,N91
Tierawinnea,A82
Tiercorke,A82
Tierworker,A82
Tirawinnea,A82
Tobertaskin,K32
Tobertynan,A83
Toberultan,A82
Togher,A83
Togherstown,A82
Toor,N91
Towlaght,A83
Town Parks,C15
Townparks,A82
Trammon,A83
Trevet,A85
Trevet Grange,A85
Tribley,C15
Triermore,C15
Trim,C15
Trimblestown,C15
Trohanny,A82
Tubberfin,A92
Tubrid,A82
Tubride,A82
Tuiterath,C15
Tullaghanogue,C15
Tullaghanstown,C15
Tullaghmedan,A85
Tullog,K32
Tully,A82
Tullyard,C15
Tullyarran,A82
Tullyattin,A82
Tullykane,C15
Tullypole,A82
Tullyweel,A82
Turkstown,A82
Twentypark,A85
Tymoole,C15
Ughtyneill,A82
Umberstown,A83
Umberstown,C15
Upper Kilcarn,C15
Veldonstown,C15
Vesington,A86
Volvenstown,C15
Walterstown,A82
Walterstown,A86
Walterstown,C15
Wardstown,C15
Warrenstown,A85
Warrenstown,A86
Warrenstown,W23
Waterside Great,C15
Waterside Stud,C15
Waynestown,A86
Westcarn,A92
Westland,A82
Weston,A92
Whitecommons,A82
Whitecross,A92
Whitecross Glebe,A92
Whitefield Manor,A92
Whitehall,C15
Whitelands,A86
Whiteleas,K32
Whiteslands,A86
Whitewood,A82
Wiggers Cross,C15
Wilkinstown,A85
Wilkinstown,C15
Williamstown,A82
Williamstown,C15
Williamstown,D15
Wilmount,A82
Windtown,C15
Winetown,A83
Wintergrass,A92
Woodfarm,C15
Woodland,A86
Woodpark,A86
Woodpole,A82
Woodside,A92
Woodtown,A85
Woodtown,C15
Woodtown,W23
Woodtown Upper,C15
Woodtown West,C15
Woodview,C15
Wotton,D11
Yellow Furze,C15
Yellow Walls,C15
Yellowleas,C15
Yellowshar,A84
